alpha,mean_cv_r2,std_cv_r2,n_folds_used
30.0,-0.11430679733591283,0.28450224088191506,3
40.0,-0.12233371885159461,0.2532449518335338,3
50.0,-0.13296672622689001,0.23466945117403262,3
60.0,-0.14405918953347138,0.22295643638570528,3
10.0,-0.14846288491114393,0.46824117956082917,3
70.0,-0.15479882309543447,0.21527129984146653,3
100.0,-0.18282782569814227,0.20409007570382834,3
5.0,-0.20993339360752114,0.5988063746218246,3
4.0,-0.23260564021579655,0.6349853958900075,3
3.0,-0.26303814243404533,0.6742498580814197,3
300.0,-0.26772168566517957,0.2026243074219428,3
1.0,-0.4275496170691193,0.7468515239638519,3
0.3,-0.9889170400456102,1.1218787028371566,3
0.1,-2.0448098187962604,2.445026560280888,3
0.03,-3.116823139383594,3.916777389248477,3
0.01,-3.6154659562616502,4.611292996533934,3
