n,feature,score,curve_r2
1,so W60p0 EOF1 lag1,,0.1170136384756034
2,so W40p0 EOF2 lag3,,0.2129209592489012
3,so W40p0 EOF2 lag2,,0.2502922400701594
4,so W60p0 EOF1 lag0,,0.2752964551177804
5,so W60p0 EOF1 lag2,,0.3205066201220687
6,so W40p0 EOF2 lag4,,0.3251426646636501
7,so W40p0 EOF2 lag1,,0.3310808520867754
8,so W10p0 EOF2 lag1,,0.3301963581560123
9,so W10p0 EOF2 lag0,,0.3471122364359283
10,thetao W40p0 EOF9 lag1,,0.3631633059815108
