late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
0.11646018754067022,0.6602569995891375,0.6813962425785753,0.43549243791228387,0.6602569995891375,0.6813962425785755,1,5
