n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.3179066094429438
2,thetao W40p0 EOF5 lag1,,0.4580157861672715
3,thetao W20p0 EOF3 lag11,,0.4976762610994585
4,thetao W20p0 EOF3 lag9,,0.5236241425485468
5,thetao W40p0 EOF5 lag2,,0.5263285589836783
6,thetao W60p0 EOF2 lag0,,0.5243254841166456
7,thetao W20p0 EOF3 lag10,,0.5423426784928183
8,thetao W10p0 EOF2 lag11,,0.5814956502893869
9,thetao W40p0 EOF5 lag0,,0.5814745832852666
10,thetao W20p0 EOF3 lag12,,0.5813976519556936
