k,r2_train,corr_train,r2_test,corr_test,subset_idx,subset_features,candidate_source,candidate_method,selected_by,amoc_variant,amoc_var_used
1,0.5102642838300302,0.7143471656973099,-2.8544942050116853,-0.13370403063008723,16,thetao W60p0 EOF6 lag20,spike_curve_post.csv,all,train,smooth,AMOC_26N_smooth
2,0.5969022405832103,0.7726040887362979,-3.804394672670755,-0.4194043073676628,"12,16",thetao W10p0 EOF6 lag9 | thetao W60p0 EOF6 lag20,spike_curve_post.csv,all,train,smooth,AMOC_26N_smooth
3,0.6560251550591825,0.8101703459218211,-2.6535328540772616,0.23314606082712103,"5,11,16",thetao W10p0 EOF6 lag10 | thetao W20p0 EOF6 lag20 | thetao W60p0 EOF6 lag20,spike_curve_post.csv,all,train,smooth,AMOC_26N_smooth
