alpha,mean_cv_r2,std_cv_r2,n_folds_used
10.0,-1.9161009284908055,2.8854304511778217,3
5.0,-2.0884767486083367,2.995868966197654,3
4.0,-2.2166386695243037,3.1187554170084186,3
30.0,-2.349720519537248,3.5226365917859854,3
3.0,-2.4157578435675338,3.3211306823705167,3
40.0,-2.5285056261254666,3.7567589999059146,3
50.0,-2.6645068885253163,3.931412938945559,3
60.0,-2.769954485500437,4.06491834835462,3
70.0,-2.853632834596473,4.169651795160309,3
100.0,-3.0245137402760256,4.37995955268622,3
1.0,-3.24868009453511,4.244267972063395,3
300.0,-3.3542877792602126,4.7695296195620696,3
0.3,-3.8506181264331922,4.969447244188225,3
0.1,-4.087049571776735,5.266140008543145,3
0.03,-4.179528477849863,5.383894137000875,3
0.01,-4.2070030094476065,5.419056959590753,3
