n,delta_r2,post_r2,var,lon_tag,mode,lag
3,0.34350721183421895,0.47368446968848843,so,W60p0,10,19
2,0.0967766663958437,0.13017725785426948,so,W10p0,3,11
11,0.07147364360510733,0.7183716729619778,so,W10p0,3,13
9,0.05475166747631999,0.6319886647186097,so,W60p0,10,20
5,0.04201056202444886,0.5270581657025373,thetao,W60p0,2,12
8,0.031428017319528934,0.5772369972422897,thetao,W60p0,2,9
12,0.030578810673638213,0.748950483635616,thetao,W60p0,2,8
16,0.021645826053900752,0.7921952330280964,thetao,W60p0,2,14
10,0.014909364638260758,0.6468980293568705,so,W60p0,2,17
6,0.013995835727871997,0.5410540014304093,thetao,W10p0,2,12
30,0.013135872914478042,0.8477757782675523,thetao,W10p0,2,10
14,0.011857197316420875,0.7704855793964999,thetao,W60p0,2,13
21,0.01161676204397466,0.8080589473016022,thetao,W20p0,5,5
27,0.011378287737614068,0.8184982041262328,so,W10p0,3,17
4,0.011363133989599983,0.4850476036780884,thetao,W10p0,2,13
43,0.010179167126945776,0.8802510518144471,thetao,W30p0,5,6
29,0.01004887867890314,0.8346399053530743,so,W30p0,2,12
