n_features,post_r2,delta_r2
1,0.03340059145842578,
2,0.13017725785426948,0.0967766663958437
3,0.47368446968848843,0.34350721183421895
4,0.4850476036780884,0.011363133989599983
5,0.5270581657025373,0.04201056202444886
6,0.5410540014304093,0.013995835727871997
7,0.5458089799227608,0.004754978492351514
8,0.5772369972422897,0.031428017319528934
9,0.6319886647186097,0.05475166747631999
10,0.6468980293568705,0.014909364638260758
11,0.7183716729619778,0.07147364360510733
12,0.748950483635616,0.030578810673638213
13,0.758628382080079,0.009677898444462985
14,0.7704855793964999,0.011857197316420875
15,0.7705494069741956,6.382757769574088e-05
16,0.7921952330280964,0.021645826053900752
17,0.7927515157498495,0.0005562827217531208
18,0.7915509191702154,-0.0012005965796341167
19,0.7934591277263138,0.0019082085560984119
20,0.7964421852576276,0.002983057531313782
21,0.8080589473016022,0.01161676204397466
22,0.8048237731042623,-0.003235174197339874
23,0.8041368280654642,-0.0006869450387981813
24,0.8052972883690226,0.0011604603035584304
25,0.8076063714199979,0.0023090830509753246
26,0.8071199163886187,-0.0004864550313792293
27,0.8184982041262328,0.011378287737614068
28,0.8245910266741712,0.006092822547938415
29,0.8346399053530743,0.01004887867890314
30,0.8477757782675523,0.013135872914478042
31,0.8477921621158058,1.6383848253420652e-05
32,0.8477434336572597,-4.872845854608787e-05
33,0.8480506807151491,0.00030724705788942597
34,0.8484147931578092,0.0003641124426601028
35,0.8492781756711782,0.0008633825133690376
36,0.8542281208049769,0.00494994513379865
37,0.8581460962783005,0.0039179754733236205
38,0.8593358837457326,0.0011897874674320352
39,0.8592194358374565,-0.00011644790827602947
40,0.8622923576476498,0.003072921810193252
41,0.8655822913245056,0.0032899336768558163
42,0.8700718846875013,0.004489593362995703
43,0.8802510518144471,0.010179167126945776
44,0.8848953775226016,0.00464432570815454
45,0.8851077121290906,0.00021233460648895086
46,0.8932805101812067,0.008172798052116126
47,0.8928961021928356,-0.0003844079883711382
48,0.8946126493484472,0.0017165471556116474
49,0.898555758837476,0.003943109489028762
50,0.9064139650124734,0.00785820617499744
51,0.9094590308341775,0.0030450658217040516
52,0.9096596263656654,0.00020059553148799036
53,0.9122620040565748,0.002602377690909319
54,0.9183137015449804,0.006051697488405616
55,0.918466313065175,0.0001526115201946343
56,0.9191821182990889,0.000715805233913902
57,0.9209652333940398,0.0017831150949508823
58,0.927313268391534,0.006348034997494256
59,0.9283201420066076,0.0010068736150735669
60,0.9306446935124482,0.002324551505840544
