n_features,post_r2,delta_r2
1,0.009420202714478076,
2,0.015778088780457167,0.00635788606597909
3,0.024335645032317,0.008557556251859832
4,0.026682424051224674,0.0023467790189076743
5,0.033036531612449904,0.006354107561225231
6,0.038076620751799295,0.005040089139349391
7,0.0795466288488369,0.0414700080970376
8,0.0809107665858887,0.001364137737051796
9,0.08256050899804268,0.0016497424121539872
10,0.11645558127434386,0.033895072276301175
11,0.14981008538379825,0.0333545041094544
12,0.15285848014477155,0.003048394760973294
13,0.15879109932644608,0.005932619181674537
14,0.15991239204208396,0.0011212927156378782
15,0.16134409284125717,0.0014317007991732078
16,0.1940140219709683,0.03266992912971112
17,0.1954594130585947,0.0014453910876264242
18,0.22471550393539352,0.029256090876798813
19,0.249408012191355,0.024692508255961476
20,0.2521893597737488,0.0027813475823937894
21,0.2736789692602034,0.02148960948645462
22,0.27696029352523355,0.003281324265030139
23,0.286896332892157,0.009936039366923444
24,0.28696088217851423,6.454928635724055e-05
25,0.2948215811221683,0.007860698943654043
26,0.2945450116273456,-0.0002765694948226871
27,0.30988745324240086,0.015342441615055269
28,0.32016356592250705,0.010276112680106197
29,0.3472312183815407,0.027067652459033642
30,0.3729369478517015,0.02570572947016081
31,0.3775365591715296,0.004599611319828112
32,0.37842076356697485,0.0008842043954452317
33,0.38309728144680777,0.00467651787983292
34,0.38283072154680053,-0.00026655990000723495
35,0.3859176691338142,0.0030869475870136664
36,0.3861096415742191,0.00019197244040491945
37,0.38986885690973727,0.0037592153355181512
38,0.3905722209724898,0.0007033640627525095
39,0.39304005029151523,0.0024678293190254497
40,0.40867348280972726,0.01563343251821203
41,0.4148201352655845,0.0061466524558572155
42,0.4151151573390601,0.00029502207347564813
43,0.42429901656080526,0.009183859221745139
44,0.42467462927971733,0.00037561271891206616
45,0.4306924531774535,0.006017823897736196
46,0.432774475997561,0.0020820228201074986
47,0.43941307339454694,0.0066385973969859124
48,0.43960661623002506,0.00019354283547812212
49,0.44355494421373043,0.003948327983705369
50,0.44380388265268267,0.00024893843895223977
51,0.44413834104544603,0.0003344583927633593
52,0.4655502784670382,0.021411937421592198
53,0.4676889111443291,0.0021386326772908637
54,0.4676883179871232,-5.931572059081347e-07
55,0.46789333477635153,0.00020501678922835165
56,0.4686174872218595,0.0007241524455079418
57,0.4684576245773959,-0.0001598626444635487
58,0.47029587380631843,0.001838249228922506
59,0.47358081860963275,0.003284944803314316
60,0.47888291767775215,0.005302099068119404
