alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-0.5354139325650565,0.4538043896887154,3
100.0,-0.5484062395622663,0.4929541578625045,3
70.0,-0.5600967894039725,0.5144424073518402,3
60.0,-0.5671479763934257,0.5253122365225474,3
50.0,-0.5774078259306913,0.5393881260217394,3
40.0,-0.5932366667969978,0.5582900434857164,3
30.0,-0.6197873981505202,0.5848834728346686,3
10.0,-0.7966319557041847,0.6855561033621863,3
5.0,-0.9705187058825908,0.7163784921837452,3
4.0,-1.0365803194549041,0.7177683002153901,3
3.0,-1.1294732244506933,0.7152324663924668,3
1.0,-1.5667178536743027,0.774778327518813,3
0.3,-2.1289679290556105,1.2302878735172706,3
0.1,-2.564968131009408,1.7478990923398883,3
0.03,-2.836128538119762,2.0978147625703056,3
0.01,-2.9368820847152293,2.230866434823102,3
