n,delta_r2,post_r2,var,lon_tag,mode,lag
8,0.04374348633185976,0.10697040723965978,so,W40p0,5,1
59,0.03148356744434244,0.42135479793062625,thetao,W40p0,2,1
39,0.03116748178934048,0.2793529503151667,so,W20p0,6,1
46,0.029871686453437962,0.32709318928787545,so,W30p0,3,3
25,0.024224923688327737,0.21484671835603453,so,W60p0,1,0
58,0.02210657733069421,0.3898712304862838,so,W60p0,10,0
2,0.018540356205811626,0.027407380903392897,so,W10p0,2,0
24,0.01673947681078558,0.1906217946677068,thetao,W40p0,9,0
37,0.013670428691742287,0.24759478240321164,thetao,W60p0,5,10
16,0.012815619710180637,0.14564713533000373,so,W60p0,1,1
14,0.011635069323728153,0.12617142305630702,thetao,W10p0,8,18
5,0.011007408496977455,0.05348601303984746,thetao,W10p0,8,19
17,0.011004177250146685,0.15665131258015041,thetao,W60p0,4,20
3,0.010120412512484411,0.03752779341587731,thetao,W60p0,10,0
