n,delta_r2,post_r2,var,lon_tag,mode,lag
8,0.05298434949235464,0.14134051250347346,so,W40p0,5,1
7,0.046571756581966994,0.08835616301111882,so,W60p0,1,1
14,0.041805767459568544,0.2960687064817116,so,W40p0,5,2
16,0.039466732630704326,0.3410248465974207,so,W60p0,1,2
11,0.03160938114347822,0.20702871239729614,so,W30p0,3,2
12,0.03156284613307325,0.2385915585303694,thetao,W60p0,9,2
4,0.02835844154161793,0.034515016799596676,so,W10p0,2,0
9,0.02701105160011552,0.16835156410358898,thetao,W40p0,10,0
27,0.025050073933199135,0.46933535244453606,thetao,W10p0,8,18
24,0.02430220697253571,0.4078986538063607,so,W30p0,3,1
25,0.022915767359420913,0.4308144211657816,so,W30p0,2,0
19,0.022046000858007453,0.38225065378265055,thetao,W40p0,10,1
55,0.01727883412436737,0.5711691754354866,thetao,W10p0,8,17
13,0.015671380491773634,0.25426293902214303,thetao,W20p0,3,2
18,0.015488679005953743,0.3602046529246431,so,W30p0,3,3
42,0.014924446138584568,0.5149075493121789,thetao,W40p0,9,0
45,0.013485990475603837,0.5324185242886562,so,W60p0,1,3
26,0.01347085734555531,0.4442852785113369,thetao,W20p0,3,3
