alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-2.6209105638415684,2.4381677397243005,3
100.0,-2.738730246270103,2.4159492754582637,3
70.0,-2.8112391624472157,2.409926690216398,3
60.0,-2.8497322678026316,2.407951534067848,3
50.0,-2.901297021758337,2.4062557378454428,3
40.0,-2.9735443452811747,2.405348391565721,3
30.0,-3.0812142511556324,2.4068038299530023,3
10.0,-3.5984707555024937,2.4893037389816834,3
5.0,-3.9559816465983495,2.689836303367964,3
4.0,-4.072960344814987,2.7874089327888942,3
3.0,-4.226013047747766,2.9326669916116312,3
1.0,-4.80657924517572,3.5253943647585197,3
0.3,-5.245765757287775,3.8888377345090714,3
0.1,-5.416137875629232,3.988192370858384,3
0.03,-5.480263354451225,4.016276255621178,3
0.01,-5.4989022199075235,4.023221370115827,3
