late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-0.879356302205077,0.48831715125207564,0.6467511642421657,0.2133523037347984,0.4883171512520756,0.6467511642421657,18,10
