n,feature,score,curve_r2
1,so W60p0 EOF1 lag1,,0.0059431440357986
2,thetao W30p0 EOF9 lag2,,0.0061135253025108
3,so W10p0 EOF10 lag20,,0.0067494303394896
4,thetao W10p0 EOF1 lag20,,0.0102491077598543
5,so W60p0 EOF1 lag0,,0.020974621297388
6,so W60p0 EOF1 lag2,,0.0210296080697417
7,thetao W30p0 EOF9 lag1,,0.0225702616254072
8,thetao W40p0 EOF1 lag17,,0.0384091099982955
9,thetao W60p0 EOF9 lag2,,0.0572805603833409
10,thetao W40p0 EOF1 lag16,,0.0638451504886332
