k,r2_train,corr_train,r2_test,corr_test,subset_idx,subset_features,candidate_source,candidate_method,selected_by,amoc_variant,amoc_var_used
1,0.3423316368736816,0.5851058509149712,-1.20046744939116,0.7821052528438974,12,so W60p0 EOF1 lag0,spike_curve_post.csv,all,train,normal,AMOC_45N_ensmean
2,0.48293555719040593,0.6949474918440809,-0.56223619508353,0.23135518722136053,"8,47",so W60p0 EOF1 lag1 | thetao W20p0 EOF3 lag1,spike_curve_post.csv,all,train,normal,AMOC_45N_ensmean
3,0.548538584814042,0.7406444597795748,0.4169894255744453,0.7759614286944062,"17,48,57",thetao W10p0 EOF10 lag15 | thetao W40p0 EOF7 lag0 | so W40p0 EOF2 lag2,spike_curve_post.csv,all,train,normal,AMOC_45N_ensmean
