n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.1571075131072946
2,thetao W60p0 EOF2 lag0,,0.3756930129693827
3,so W60p0 EOF1 lag1,,0.3721387977537025
4,so W60p0 EOF1 lag0,,0.3718500656399881
5,so W60p0 EOF1 lag2,,0.3714269264699754
6,thetao W30p0 EOF4 lag0,,0.3925182184961929
7,so W60p0 EOF1 lag3,,0.3923924424270872
8,thetao W40p0 EOF3 lag1,,0.4675201700657192
9,thetao W30p0 EOF4 lag1,,0.4740432985782875
10,thetao W30p0 EOF4 lag2,,0.5126729173273655
