n,feature,score,curve_r2
1,thetao W60p0 EOF10 lag0,,0.000938396076085
2,so W60p0 EOF2 lag3,,0.0163737312236218
3,so W60p0 EOF2 lag2,,0.0168005294760167
4,thetao W20p0 EOF2 lag6,,0.2164384184623292
5,so W40p0 EOF1 lag0,,0.4330894779235463
6,thetao W20p0 EOF2 lag5,,0.6053454809974936
7,so W40p0 EOF2 lag2,,0.7012824552080463
8,so W60p0 EOF2 lag4,,0.7418706268503437
9,so W30p0 EOF8 lag2,,0.7435129898548241
10,thetao W10p0 EOF4 lag7,,0.7446229414464877
