alpha,mean_cv_r2,std_cv_r2,n_folds_used
40.0,-2.6148571724803045,2.4031029458970123,3
50.0,-2.6248847689710844,2.569703257380812,3
30.0,-2.646784212925571,2.204983288078857,3
60.0,-2.6517208063304376,2.7075526875962668,3
70.0,-2.684942724220896,2.822641263673304,3
100.0,-2.787347743164774,3.0756894399370056,3
300.0,-3.1393868428237894,3.6589884966524484,3
10.0,-3.317056582882563,2.1474223783606257,3
5.0,-4.138061655049421,3.0045995606320717,3
4.0,-4.44780458954565,3.3884039527595498,3
3.0,-4.86906549424915,3.931111315275865,3
1.0,-6.507518772572872,6.136579166493627,3
0.3,-7.790709109333936,7.904662331227854,3
0.1,-8.336092645014103,8.661007659378278,3
0.03,-8.556586061641523,8.967367242690973,3
0.01,-8.622897465603364,9.059559263593119,3
