n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.1076479652886226
2,thetao W30p0 EOF4 lag0,,0.1654329715094029
3,thetao W30p0 EOF4 lag1,,0.1655071038820622
4,thetao W60p0 EOF2 lag0,,0.5137272337734577
5,so W60p0 EOF1 lag0,,0.6580659604122598
6,so W60p0 EOF1 lag1,,0.6620811575343057
7,so W60p0 EOF1 lag2,,0.6819420323379346
8,thetao W30p0 EOF4 lag2,,0.6914769325386527
9,so W20p0 EOF6 lag0,,0.6891238918598588
10,thetao W40p0 EOF3 lag1,,0.6891256170425301
