n,delta_r2,post_r2,var,lon_tag,mode,lag
27,0.05214907991605511,0.4320466317613324,thetao,W60p0,10,0
4,0.04131248944863841,0.09196086264935088,thetao,W40p0,6,2
26,0.039755676039212706,0.3798975518452773,so,W40p0,5,1
19,0.03716810778735535,0.289391301457364,so,W10p0,6,19
6,0.03588887771978999,0.13143541027035444,thetao,W40p0,6,3
39,0.030003146755693044,0.5267806888321366,so,W30p0,2,0
10,0.027465009235485338,0.20465268395077973,thetao,W60p0,3,2
8,0.02504240323959428,0.17129556967718917,thetao,W20p0,1,0
22,0.0206734264545666,0.3137164021985741,so,W40p0,5,0
29,0.020470178352659074,0.4524618617837518,so,W60p0,7,11
23,0.019711330305161923,0.33342773250373603,thetao,W10p0,1,17
3,0.015754861178986834,0.05064837320071247,thetao,W10p0,1,19
7,0.014817756167240459,0.1462531664375949,thetao,W10p0,1,18
32,0.014175670588668532,0.4786007428849596,so,W60p0,7,12
16,0.014063799882684691,0.24651795902235762,so,W10p0,2,0
31,0.010628269152338277,0.46442507229629104,so,W10p0,2,20
2,0.01025025370558752,0.03489351202172564,thetao,W10p0,1,20
