n_features,post_r2,delta_r2
1,0.024643258316138117,
2,0.03489351202172564,0.01025025370558752
3,0.05064837320071247,0.015754861178986834
4,0.09196086264935088,0.04131248944863841
5,0.09554653255056444,0.0035856699012135618
6,0.13143541027035444,0.03588887771978999
7,0.1462531664375949,0.014817756167240459
8,0.17129556967718917,0.02504240323959428
9,0.1771876747152944,0.005892105038105222
10,0.20465268395077973,0.027465009235485338
11,0.2143910766130036,0.009738392662223871
12,0.2185630512789476,0.004171974665943989
13,0.22737604826918045,0.008812996990232858
14,0.23249534364196522,0.005119295372784771
15,0.23245415913967293,-4.118450229229076e-05
16,0.24651795902235762,0.014063799882684691
17,0.24993357955478102,0.0034156205324233913
18,0.25222319367000867,0.002289614115227656
19,0.289391301457364,0.03716810778735535
20,0.2893179945126412,-7.330694472285071e-05
21,0.2930429757440075,0.003724981231366331
22,0.3137164021985741,0.0206734264545666
23,0.33342773250373603,0.019711330305161923
24,0.33659985059107633,0.003172118087340303
25,0.3401418758060646,0.0035420252149882536
26,0.3798975518452773,0.039755676039212706
27,0.4320466317613324,0.05214907991605511
28,0.43199168343109273,-5.494833023966805e-05
29,0.4524618617837518,0.020470178352659074
30,0.45379680314395276,0.0013349413602009585
31,0.46442507229629104,0.010628269152338277
32,0.4786007428849596,0.014175670588668532
33,0.4803727019428915,0.0017719590579319267
34,0.4822351604647177,0.0018624585218262046
35,0.4917764731837756,0.009541312719057893
36,0.4916942280415074,-8.224514226817803e-05
37,0.49322211293521945,0.0015278848937120282
38,0.49677754207644353,0.003555429141224087
39,0.5267806888321366,0.030003146755693044
40,0.5267669450978884,-1.3743734248228279e-05
41,0.5266340015910305,-0.00013294350685788547
42,0.5280364322987103,0.0014024307076798692
43,0.5336330466571118,0.005596614358401419
44,0.5350291887321206,0.0013961420750088216
45,0.5349450768720976,-8.411186002299509e-05
46,0.5380800645021198,0.003134987630022179
47,0.5395803683486192,0.0015003038464994622
48,0.5415710141965311,0.001990645847911865
49,0.5431298099877825,0.0015587957912513994
50,0.5448057643380994,0.0016759543503168661
51,0.5473907020617395,0.0025849377236401017
52,0.5474459232835286,5.52212217891368e-05
53,0.5498773554172075,0.0024314321336789124
54,0.5506911141697404,0.0008137587525328671
55,0.5507009304039313,9.816234190940243e-06
56,0.5552160976099438,0.004515167206012527
57,0.5635856046391307,0.008369507029186818
58,0.5638355117042935,0.00024990706516281325
59,0.5653715384366569,0.0015360267323634158
60,0.5652603316142584,-0.00011120682239851298
