alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-0.21173238436147648,0.22215713981167853,3
100.0,-0.25292408066769184,0.22737098043559292,3
70.0,-0.35833934569001685,0.313589524110544,3
60.0,-0.4285778438909484,0.3759306240872077,3
50.0,-0.5339198056194857,0.47040607458206596,3
40.0,-0.6976074465430958,0.6164264077352336,3
30.0,-0.9642300788683956,0.8507427520230023,3
10.0,-2.288387505784397,1.9719322241768356,3
5.0,-2.9771429911478378,2.52731288986595,3
4.0,-3.136480126665154,2.6510035945642336,3
3.0,-3.2980508381731943,2.7731408669744817,3
1.0,-3.586415489924074,2.966855382287437,3
0.3,-3.6474306697525822,2.973183515582047,3
0.1,-3.6612645384912543,2.958875870243087,3
0.03,-3.6670805915752887,2.9514977360723162,3
0.01,-3.6689611477607023,2.9491560070004006,3
