n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.3544861291925243
2,so W40p0 EOF2 lag0,,0.4470976081236115
3,thetao W40p0 EOF1 lag9,,0.4515089707111582
4,so W30p0 EOF2 lag0,,0.5071248876887267
5,so W60p0 EOF1 lag0,,0.5071816040337311
6,so W60p0 EOF1 lag1,,0.5137630894139351
7,so W40p0 EOF1 lag9,,0.5188477887762215
8,thetao W40p0 EOF1 lag10,,0.5351913379245958
9,so W30p0 EOF1 lag7,,0.535500719196187
10,so W40p0 EOF1 lag10,,0.5357105365091474
