n_features,post_r2,delta_r2
1,0.046962313248973264,
2,0.05089673428572705,0.003934421036753788
3,0.05831683420774858,0.007420099922021528
4,0.06196748880311764,0.0036506545953690628
5,0.3699009095257061,0.30793342072258845
6,0.4009909065693481,0.031089997043642015
7,0.434675189678131,0.03368428310878291
8,0.5559247674062556,0.12124957772812461
9,0.6543429853287528,0.09841821792249716
10,0.6610083530475019,0.006665367718749149
11,0.6643745251150199,0.003366172067517992
12,0.6816098380099465,0.017235312894926524
13,0.7256401486104,0.04403031060045359
14,0.7256037471733314,-3.6401437068622755e-05
15,0.7536917538641564,0.028088006690825007
16,0.766821668530957,0.01312991466680058
17,0.7743320643336146,0.007510395802657555
18,0.7789541680693114,0.004622103735696825
19,0.7779649543659177,-0.0009892137033936654
20,0.7796423866604022,0.001677432294484471
21,0.7800959812736391,0.0004535946132369073
22,0.8235390911660473,0.04344310989240818
23,0.8216564043863871,-0.001882686779660192
24,0.8577616153838941,0.036105210997506965
25,0.8787097808662724,0.020948165482378323
26,0.8788271480287192,0.00011736716244681311
27,0.8905454914110745,0.011718343382355334
28,0.8940480042085837,0.0035025127975091275
29,0.8976073041844499,0.003559299975866237
30,0.9052493323193429,0.007642028134893009
31,0.9115258432159696,0.00627651089662673
32,0.9108068038041536,-0.0007190394118160581
33,0.9111961224126314,0.00038931860847779554
34,0.9119745678363453,0.0007784454237139693
35,0.9117688465942559,-0.00020572124208939613
36,0.9384680750819799,0.02669922848772399
37,0.937858215337169,-0.000609859744810981
38,0.940208417390338,0.002350202053169048
39,0.9462413383165358,0.006032920926197782
40,0.9463801309381255,0.00013879262158966732
41,0.9504228242067376,0.004042693268612174
42,0.9499674889667556,-0.0004553352399819799
43,0.9502946223712018,0.0003271334044461227
44,0.9564768374074375,0.0061822150362357275
45,0.9566400541491145,0.00016321674167696365
46,0.9596731711430444,0.0030331169939299407
47,0.9608623460591992,0.0011891749161547782
48,0.9646044649865276,0.0037421189273284527
49,0.9659310596435953,0.0013265946570676368
50,0.9679934940039265,0.0020624343603312667
51,0.9680495331430956,5.603913916907288e-05
52,0.9686739335496516,0.0006244004065559805
53,0.9685121783450327,-0.00016175520461891857
54,0.9696995675803968,0.0011873892353641002
55,0.9695195819461027,-0.00017998563429411085
56,0.9702422221080734,0.0007226401619707667
57,0.9702411143331815,-1.1077748919285924e-06
58,0.9713574315744783,0.0011163172412967937
59,0.9734528127129234,0.002095381138445096
60,0.9734557036258578,2.8909129343723805e-06
