n,delta_r2,post_r2,var,lon_tag,mode,lag
5,0.30793342072258845,0.3699009095257061,thetao,W60p0,10,0
8,0.12124957772812461,0.5559247674062556,thetao,W40p0,7,2
9,0.09841821792249716,0.6543429853287528,so,W60p0,1,0
13,0.04403031060045359,0.7256401486104,so,W20p0,10,2
22,0.04344310989240818,0.8235390911660473,thetao,W30p0,10,1
24,0.036105210997506965,0.8577616153838941,so,W60p0,4,1
7,0.03368428310878291,0.434675189678131,so,W30p0,5,3
6,0.031089997043642015,0.4009909065693481,so,W40p0,2,2
15,0.028088006690825007,0.7536917538641564,so,W30p0,5,4
36,0.02669922848772399,0.9384680750819799,so,W40p0,5,0
25,0.020948165482378323,0.8787097808662724,so,W30p0,5,2
12,0.017235312894926524,0.6816098380099465,so,W40p0,7,18
16,0.01312991466680058,0.766821668530957,thetao,W40p0,7,3
27,0.011718343382355334,0.8905454914110745,thetao,W40p0,7,4
