n,delta_r2,post_r2,var,lon_tag,mode,lag
2,0.09261147893108723,0.44709760812361155,so,W40p0,2,0
4,0.0556159169775684,0.5071248876887267,so,W30p0,2,0
20,0.029037657914534165,0.6409676788732452,so,W20p0,2,1
23,0.028900297246875706,0.6811633886880637,so,W40p0,7,6
14,0.021244941123073957,0.5905844474538051,thetao,W40p0,1,12
13,0.02048054667405974,0.5693395063307312,so,W30p0,8,1
35,0.018194436823704585,0.7249607824164221,thetao,W20p0,8,0
37,0.016667298589328583,0.7430552108279187,thetao,W30p0,2,7
19,0.016503990805531554,0.6119300209587111,thetao,W40p0,1,11
8,0.016343549148374326,0.5351913379245958,thetao,W40p0,1,10
49,0.016159736550146242,0.7791831949906116,so,W20p0,9,2
12,0.014854737908024607,0.5488589596566714,thetao,W60p0,1,11
21,0.01066147330449263,0.6516291521777379,thetao,W30p0,6,0
