n,feature,score,curve_r2
1,thetao W60p0 EOF1 lag9,,0.009420202714478
2,so W60p0 EOF1 lag9,,0.0157780887804571
3,thetao W60p0 EOF1 lag8,,0.024335645032317
4,so W60p0 EOF1 lag10,,0.0266824240512246
5,so W60p0 EOF1 lag5,,0.0330365316124499
6,so W60p0 EOF1 lag8,,0.0380766207517992
7,so W30p0 EOF1 lag11,,0.0795466288488369
8,thetao W60p0 EOF1 lag10,,0.0809107665858887
9,so W60p0 EOF1 lag6,,0.0825605089980426
10,so W20p0 EOF1 lag20,,0.1164555812743438
