n,feature,score,curve_r2
1,so W10p0 EOF1 lag11,,0.0072126881802654
2,so W30p0 EOF2 lag14,,0.009366026528113
3,so W10p0 EOF1 lag10,,0.0114684788598127
4,thetao W40p0 EOF2 lag1,,0.0622028393846755
5,thetao W30p0 EOF6 lag15,,0.0768562352510819
6,thetao W60p0 EOF3 lag12,,0.0790792327647902
7,so W30p0 EOF2 lag15,,0.0814409121394106
8,so W10p0 EOF1 lag9,,0.081470878306461
9,so W10p0 EOF1 lag12,,0.0879720552935462
10,so W40p0 EOF5 lag1,,0.1182144925517816
