n,feature,score,curve_r2
1,thetao W30p0 EOF4 lag3,,0.0002697143425931
2,so W30p0 EOF1 lag5,,0.0273117534237236
3,thetao W30p0 EOF4 lag4,,0.0391885286861405
4,thetao W60p0 EOF2 lag0,,0.0754832265998307
5,thetao W30p0 EOF4 lag2,,0.0856890014193397
6,so W30p0 EOF1 lag4,,0.094169821810698
7,so W30p0 EOF1 lag12,,0.1068670734833304
8,thetao W30p0 EOF4 lag0,,0.167963759487313
9,thetao W60p0 EOF2 lag1,,0.1811963467791943
10,thetao W40p0 EOF3 lag0,,0.2263357097189775
