N_seeds,W,alpha,mean_val_r2,std_val_r2,mean_val_corr,mean_val_var_ratio,mean_n_features,mean_max_lag,n_folds_used,gap_used,trim_val_start_by,y_transform,pc_transform,score
30,2,1.0,-1.2415520643527964,1.0541258290871531,0.2980197486191634,1.1858669106294093,57.666666666666664,19.0,6,0,maxlag,detrend,detrend,0.1679129111785769
20,2,0.03,-1.1975012342542148,0.9961543951057772,0.364206849203823,1.2996415889331099,41.0,18.333333333333332,6,0,maxlag,detrend,detrend,0.1544577369506461
30,1,3.0,-1.0903101911120368,0.9821919760396851,0.32821630505963845,1.2521180985250577,44.666666666666664,18.0,6,0,maxlag,detrend,detrend,0.15173363609209806
20,2,0.01,-1.2430093294779452,0.9547154885912953,0.35350295725536457,1.3009726179328567,41.0,18.333333333333332,6,0,maxlag,detrend,detrend,0.1428221247023649
15,1,0.3,-1.2388957024028386,1.0569945506768634,0.3705855229396757,1.329350994247022,25.0,17.333333333333332,6,0,maxlag,detrend,detrend,0.1400398269667603
40,1,0.3,-1.2434769797457008,1.1405769472795015,0.3312868984691764,1.2733542952578025,57.0,18.666666666666668,6,0,maxlag,detrend,detrend,0.13993889178871466
20,2,0.003,-1.2639663265764405,0.9337685846269774,0.3484289179488759,1.3018028804582507,41.0,18.333333333333332,6,0,maxlag,detrend,detrend,0.13716690162810047
20,2,0.001,-1.270641454333173,0.926895505581424,0.34680028996711404,1.3021014294935347,41.0,18.333333333333332,6,0,maxlag,detrend,detrend,0.13532928932163976
20,2,0.0003,-1.27306068459982,0.9243825424671012,0.3462088602150794,1.3022138202245797,41.0,18.333333333333332,6,0,maxlag,detrend,detrend,0.13465918605787366
20,2,0.0001,-1.2737601462373063,0.9236538616195172,0.3460377559575251,1.3022467331454528,41.0,18.333333333333332,6,0,maxlag,detrend,detrend,0.13446504275570817
15,1,0.1,-1.2843910522733328,1.0527776116467804,0.3672628262635264,1.3493334517337663,25.0,17.333333333333332,6,0,maxlag,detrend,detrend,0.12272941004989002
15,1,0.03,-1.3031834352094016,1.0504310678003852,0.3657692573478428,1.3572967397301168,25.0,17.333333333333332,6,0,maxlag,detrend,detrend,0.11566153953676112
15,1,0.01,-1.3089066733727885,1.0496403387366235,0.36529511474973875,1.3596781124561828,25.0,17.333333333333332,6,0,maxlag,detrend,detrend,0.11352043603041084
15,1,0.003,-1.3109507312919297,1.0493492547908212,0.36512321610318416,1.3605229345435141,25.0,17.333333333333332,6,0,maxlag,detrend,detrend,0.11275716192272428
15,1,0.001,-1.3115387629150177,1.0492646720384096,0.36507350056270343,1.3607653895213783,25.0,17.333333333333332,6,0,maxlag,detrend,detrend,0.11253772789773864
15,1,0.0003,-1.3117449998064394,1.0492349175856257,0.36505603561508776,1.360850361635831,25.0,17.333333333333332,6,0,maxlag,detrend,detrend,0.11246078247000613
15,1,0.0001,-1.3118039653089755,1.049226401929171,0.3650510394472721,1.3608746501243065,25.0,17.333333333333332,6,0,maxlag,detrend,detrend,0.1124387843602575
40,0,3.0,-1.0886717127035561,1.0569379542284,0.2662367091328223,1.2376286667486258,40.0,17.666666666666668,6,0,maxlag,detrend,detrend,0.09989664240878426
20,1,1.0,-1.1775912086560016,0.9187286640124442,0.36126913929166166,1.3749134745262648,31.666666666666668,17.333333333333332,6,0,maxlag,detrend,detrend,0.09882970712327632
30,0,3.0,-1.308163782255938,1.1761051196753303,0.27606875712083756,1.2536705231572733,30.0,17.0,6,0,maxlag,detrend,detrend,0.09849939091074622
40,1,0.1,-1.5739408200830851,1.2179132853565449,0.28847081137714614,1.281011530032781,57.0,18.666666666666668,6,0,maxlag,detrend,detrend,0.09176274035419951
30,1,1.0,-1.2440396366623083,1.0289982214789928,0.3003376559121547,1.3012230406776926,44.666666666666664,18.0,6,0,maxlag,detrend,detrend,0.08948152743776994
40,0,1.0,-1.2332028209443426,1.1255256078237919,0.25860226197866976,1.2898442456767267,40.0,17.666666666666668,6,0,maxlag,detrend,detrend,0.055711290004961056
40,2,0.3,-1.527505020711933,1.3026370607614641,0.29050839171068127,1.337734504841902,72.66666666666667,19.666666666666668,6,0,maxlag,detrend,detrend,0.05409423832134985
20,1,0.3,-1.3051464841123814,0.8721143263097177,0.3579618705534251,1.4353247891594656,31.666666666666668,17.333333333333332,6,0,maxlag,detrend,detrend,0.05323451814179919
30,2,0.3,-1.622556806375787,1.0695889475409608,0.2411384916904703,1.2692309532039787,57.666666666666664,19.0,6,0,maxlag,detrend,detrend,0.052676824447685205
40,0,0.3,-1.3847442629213063,1.1137239314972176,0.24512091149031523,1.2814924681963882,40.0,17.666666666666668,6,0,maxlag,detrend,detrend,0.048076183752843504
