N_seeds,W,alpha,mean_val_r2,std_val_r2,mean_val_corr,mean_val_var_ratio,mean_n_features,mean_max_lag,n_folds_used,gap_used,trim_val_start_by,y_transform,pc_transform,score
10,1,0.01,-0.0871318454300229,0.20580811708190808,0.28316735060367443,0.6771043811197957,27.0,15.0,6,0,none,diff1,diff1,0.057140417387531395
10,1,0.03,-0.08679855831350569,0.20557333351277754,0.28323812681538846,0.6768782338701828,27.0,15.0,6,0,none,diff1,diff1,0.0570528905245164
10,1,0.1,-0.08564732419389709,0.20476726421786404,0.2834841054922292,0.6760968686854487,27.0,15.0,6,0,none,diff1,diff1,0.05675191357204332
10,1,0.3,-0.08248289865037291,0.20259153755992143,0.2841723109600395,0.673947487306219,27.0,15.0,6,0,none,diff1,diff1,0.0559355520743928
10,1,1.0,-0.07266094759904314,0.19623029037149325,0.2864224392063634,0.667262606045277,27.0,15.0,6,0,none,diff1,diff1,0.05350626343805731
10,1,3.0,-0.05190079588322227,0.1849587835753358,0.29175235271606137,0.6530752434033162,27.0,15.0,6,0,none,diff1,diff1,0.048905023098382766
5,0,30.0,0.10073087781375016,0.1507583121825133,0.37819991342017595,0.5269579388750782,5.0,12.0,6,0,none,diff1,diff1,0.04707047063273073
5,0,10.0,0.08910989212736453,0.15229203840333944,0.3710835666085404,0.5317313449380626,5.0,12.0,6,0,none,diff1,diff1,0.043295508065184285
10,1,10.0,-0.013985683506390845,0.17301037647044298,0.3034908758042127,0.6267200539480289,27.0,15.0,6,0,none,diff1,diff1,0.04219491356783289
5,0,3.0,0.08185686065927215,0.15372233072098015,0.36659084570536155,0.5343136537088055,5.0,12.0,6,0,none,diff1,diff1,0.04061040330152538
5,0,1.0,0.07922553953688878,0.15433932317491844,0.3649557792316,0.535194007922914,5.0,12.0,6,0,none,diff1,diff1,0.039591584777639854
5,0,0.3,0.07822917293424558,0.15458672741057256,0.36433601878984184,0.5355202336946213,5.0,12.0,6,0,none,diff1,diff1,0.03920018237607681
5,0,0.1,0.07793670425262551,0.15466078530659624,0.3641540315618856,0.5356152692828159,5.0,12.0,6,0,none,diff1,diff1,0.03908472005985675
5,0,0.03,0.07783349871480534,0.1546870741258871,0.3640898052655157,0.5356487275199885,5.0,12.0,6,0,none,diff1,diff1,0.03904391452950767
5,0,0.01,0.07780393059377928,0.15469462074833576,0.3640714039085005,0.5356583057722859,5.0,12.0,6,0,none,diff1,diff1,0.03903221794910067
