n,feature,score,curve_r2
1,so W40p0 EOF2 lag3,,0.1368410099027469
2,so W10p0 EOF2 lag1,,0.1346706522967237
3,so W10p0 EOF2 lag2,,0.159678344518058
4,so W30p0 EOF3 lag3,,0.3087943168405904
5,so W40p0 EOF2 lag4,,0.3235872741058196
6,thetao W30p0 EOF5 lag2,,0.3567149414850972
7,so W30p0 EOF3 lag2,,0.3899434862096467
8,so W40p0 EOF7 lag0,,0.4129533100791827
9,so W10p0 EOF2 lag3,,0.4426172916785117
10,so W40p0 EOF2 lag2,,0.4756937543650198
