k,r2_train,corr_train,r2_test,corr_test,subset_idx,subset_features,candidate_source,candidate_method,selected_by,amoc_variant,amoc_var_used,run_label,mode,model,target,select_on,min_lag,max_lag,source_dir
1,0.3306660312394571,0.5750509976056553,-0.8871494373530502,-0.0489858248727392,0,so W40p0 EOF2 lag4,spike_curve_post.csv,all,train,normal,AMOC_45N_member,Not_detrended,member,MPI-ESM1-2-LR,AMOC_45N_member,train,4,,/data/users/frekle/Final_figures/MPI-ESM1-2-LR/AMOC_45N_member/Feature_selection/r9i1p1f1/Not_detrended/Selected_on_train/amoc_variant_normal/lag_policy_4minlag_Nonemax
2,0.4158888314717045,0.6449052868821326,-0.0299698375083854,0.2476953407879793,"0,10",so W40p0 EOF2 lag4 | thetao W60p0 EOF6 lag8,spike_curve_post.csv,all,train,normal,AMOC_45N_member,Not_detrended,member,MPI-ESM1-2-LR,AMOC_45N_member,train,4,,/data/users/frekle/Final_figures/MPI-ESM1-2-LR/AMOC_45N_member/Feature_selection/r9i1p1f1/Not_detrended/Selected_on_train/amoc_variant_normal/lag_policy_4minlag_Nonemax
3,0.4758108121291932,0.6897988237687419,-0.7136718087605245,0.151563367187961,"0,3,35",so W40p0 EOF2 lag4 | thetao W10p0 EOF10 lag10 | thetao W40p0 EOF1 lag10,spike_curve_post.csv,all,train,normal,AMOC_45N_member,Not_detrended,member,MPI-ESM1-2-LR,AMOC_45N_member,train,4,,/data/users/frekle/Final_figures/MPI-ESM1-2-LR/AMOC_45N_member/Feature_selection/r9i1p1f1/Not_detrended/Selected_on_train/amoc_variant_normal/lag_policy_4minlag_Nonemax
