late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-0.0924801904951904,0.6862048618843621,0.5421343124181467,0.4501207892502396,0.6862048618843621,0.5421343124181467,3,5
