k,r2_test,corr_test,subset_idx,subset_features
1,0.8047081200034135,0.9239860677013173,4,so W60p0 EOF1 lag0
2,0.8726894040979216,0.9467671573699237,"4,5",so W60p0 EOF1 lag0 | so W30p0 EOF1 lag4
3,0.8850914548000591,0.954123397378649,"4,5,7",so W60p0 EOF1 lag0 | so W30p0 EOF1 lag4 | so W30p0 EOF1 lag3
4,0.8816884101872984,0.9578827447481753,"4,5,6,7",so W60p0 EOF1 lag0 | so W30p0 EOF1 lag4 | so W10p0 EOF5 lag20 | so W30p0 EOF1 lag3
5,0.8909336032918327,0.946174058817298,"3,4,5,6,7",thetao W60p0 EOF2 lag0 | so W60p0 EOF1 lag0 | so W30p0 EOF1 lag4 | so W10p0 EOF5 lag20 | so W30p0 EOF1 lag3
6,0.8909554586622166,0.944770669531832,"3,4,5,6,7,8",thetao W60p0 EOF2 lag0 | so W60p0 EOF1 lag0 | so W30p0 EOF1 lag4 | so W10p0 EOF5 lag20 | so W30p0 EOF1 lag3 | so W30p0 EOF9 lag16
7,0.8761482809831921,0.9372435232536732,"2,3,4,5,6,7,8",so W60p0 EOF1 lag3 | thetao W60p0 EOF2 lag0 | so W60p0 EOF1 lag0 | so W30p0 EOF1 lag4 | so W10p0 EOF5 lag20 | so W30p0 EOF1 lag3 | so W30p0 EOF9 lag16
8,0.8611458352234098,0.9353335633059856,"1,2,3,4,5,6,7,8",thetao W10p0 EOF2 lag16 | so W60p0 EOF1 lag3 | thetao W60p0 EOF2 lag0 | so W60p0 EOF1 lag0 | so W30p0 EOF1 lag4 | so W10p0 EOF5 lag20 | so W30p0 EOF1 lag3 | so W30p0 EOF9 lag16
9,0.8443644121408389,0.9218938022326736,"0,1,2,3,4,5,6,7,8",so W60p0 EOF1 lag8 | thetao W10p0 EOF2 lag16 | so W60p0 EOF1 lag3 | thetao W60p0 EOF2 lag0 | so W60p0 EOF1 lag0 | so W30p0 EOF1 lag4 | so W10p0 EOF5 lag20 | so W30p0 EOF1 lag3 | so W30p0 EOF9 lag16
