n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.4867600794075832
2,thetao W10p0 EOF3 lag13,,0.6641446743508976
3,thetao W10p0 EOF3 lag15,,0.6822516420557343
4,thetao W60p0 EOF2 lag0,,0.67838480313377
5,thetao W10p0 EOF3 lag14,,0.6810918349302493
6,thetao W10p0 EOF3 lag16,,0.699005604512001
7,thetao W10p0 EOF3 lag12,,0.6986528508162027
8,thetao W10p0 EOF3 lag17,,0.6985155436345586
9,so W60p0 EOF1 lag0,,0.6989103867148019
10,thetao W20p0 EOF3 lag20,,0.7120073616673697
