n,delta_r2,post_r2,var,lon_tag,mode,lag
5,0.21284404755902586,0.7443445880786892,thetao,W30p0,6,19
6,0.04450497360579231,0.7888495616844815,thetao,W30p0,6,20
9,0.03657832283793294,0.825886950502721,thetao,W30p0,6,18
15,0.027470320902646006,0.8894830748477087,thetao,W30p0,2,19
12,0.017294532474271263,0.8571373348507845,thetao,W30p0,6,17
