n,delta_r2,post_r2,var,lon_tag,mode,lag
15,0.05959880006176521,0.18227130604547248,thetao,W20p0,3,11
21,0.0408314657195169,0.3142686316709804,thetao,W10p0,2,10
19,0.03437886125094691,0.25572447862738035,thetao,W20p0,3,10
28,0.029318584115965662,0.38773609139457266,thetao,W10p0,2,11
12,0.028847202333542765,0.10837745001158872,so,W30p0,1,11
18,0.028468474479633077,0.22134561737643343,thetao,W20p0,3,12
11,0.02552545628653713,0.07953024767804595,thetao,W10p0,2,9
43,0.021927147533782665,0.46479707735401643,thetao,W10p0,2,12
20,0.017712687324083154,0.2734371659514635,so,W30p0,1,12
22,0.01701097440897059,0.331279606079951,thetao,W20p0,3,9
2,0.015947799774281624,0.016981436451733778,thetao,W40p0,3,0
13,0.014315243629788421,0.12269269364137714,thetao,W20p0,3,13
44,0.013705416929472691,0.4785024942834891,thetao,W60p0,2,2
9,0.01243455799632831,0.04577832686434047,thetao,W60p0,2,1
50,0.01166615794145176,0.5070786459282406,thetao,W10p0,2,13
24,0.010726537562383509,0.34384988821445095,thetao,W40p0,5,1
46,0.010485506186839966,0.4901314542216648,so,W60p0,1,0
