n,delta_r2,post_r2,var,lon_tag,mode,lag
34,0.04028917196475079,0.1835433089111359,so,W60p0,1,18
3,0.03433854997003383,0.0462674183373486,thetao,W60p0,1,18
59,0.033747267820406046,0.3689237808871666,so,W30p0,1,17
48,0.03289738115839469,0.2837399871312539,so,W20p0,1,15
51,0.017908515247109458,0.3131450599153859,so,W30p0,1,18
42,0.013791336502034901,0.2372227530052654,so,W20p0,1,10
37,0.013738745993345458,0.20592553383964363,so,W20p0,1,9
23,0.013425216802654516,0.11152475048678578,so,W20p0,1,14
38,0.012676003719599982,0.2186015375592436,thetao,W60p0,1,17
14,0.012609676761805355,0.07568866418393683,thetao,W20p0,2,0
49,0.01159378323676652,0.29533377036802044,so,W30p0,1,10
17,0.010774021662428912,0.09313116571222424,so,W10p0,1,10
53,0.01035200500265887,0.3301189190273668,so,W60p0,1,17
