alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-2.5128191691151773,1.948906528579189,3
100.0,-2.5929668335010327,1.843563682965384,3
70.0,-2.66774680981992,1.7788759216593588,3
60.0,-2.7141232526782475,1.745185295964369,3
50.0,-2.7828650370012844,1.7009001345433847,3
40.0,-2.8909337777033066,1.6405675700037423,3
30.0,-3.074870123734023,1.5543345319733795,3
10.0,-4.22034491718003,1.184258721529354,3
5.0,-5.036171550771713,0.9151469793286842,3
4.0,-5.254650923397409,0.8079589920409016,3
3.0,-5.488099395571022,0.6478651924914193,3
1.0,-5.909477863729112,0.19109827934728668,3
0.01,-5.9631393211242125,1.3258688960795981,3
0.03,-5.963178707989244,1.2904173296537529,3
0.3,-5.963429609150235,0.8726968738392749,3
0.1,-5.963569761661133,1.171538255276375,3
