late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-0.17371804387839074,0.4219457465387526,0.4291321852895349,0.1779865681202264,0.42194574653875255,0.42913218528953495,8,10
