n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.1416261671165969
2,so W40p0 EOF1 lag0,,0.3484280376456902
3,thetao W20p0 EOF1 lag2,,0.3537328304304904
4,thetao W20p0 EOF1 lag3,,0.3773255664989531
5,so W30p0 EOF2 lag0,,0.4925192817360345
6,thetao W30p0 EOF4 lag2,,0.4962400018279262
7,thetao W40p0 EOF1 lag0,,0.4942730189100411
8,thetao W30p0 EOF4 lag1,,0.5165242812900591
9,thetao W20p0 EOF1 lag4,,0.5177575138901707
10,thetao W30p0 EOF4 lag3,,0.5213838232607968
