member,year,is_train_time,y_true,y_pred
r13i1p1f1,1858,True,21.068739,19.92416641734262
r13i1p1f1,1859,True,18.610767,19.78846038625612
r13i1p1f1,1860,True,17.818668,18.21693235098602
r13i1p1f1,1861,True,19.295727,19.683625392190166
r13i1p1f1,1862,True,21.350222,20.324372905135263
r13i1p1f1,1863,True,20.747417,20.52735745500732
r13i1p1f1,1864,True,20.947248,21.329006253243005
r13i1p1f1,1865,True,20.102274,20.32946497366647
r13i1p1f1,1866,True,18.837269,18.393424623909027
r13i1p1f1,1867,True,18.318758,17.79319902107541
r13i1p1f1,1868,True,19.768005,18.987301364534677
r13i1p1f1,1869,True,19.5458,18.578988545576482
r13i1p1f1,1870,True,17.151253,17.714889417832598
r13i1p1f1,1871,True,17.246845,17.999001831902017
r13i1p1f1,1872,True,18.531313,17.916662108080835
r13i1p1f1,1873,True,17.495245,17.83303506443417
r13i1p1f1,1874,True,16.87236,17.112337915999536
r13i1p1f1,1875,True,18.220861,17.72407978731808
r13i1p1f1,1876,True,18.341387,18.490021969304877
r13i1p1f1,1877,True,20.509964,19.643150958712866
r13i1p1f1,1878,True,22.244354,21.80059318944425
r13i1p1f1,1879,True,21.95626,21.283943234940235
r13i1p1f1,1880,True,21.922905,21.740065559698344
r13i1p1f1,1881,True,21.911324,20.32911670621268
r13i1p1f1,1882,True,20.790596,20.378955402169808
r13i1p1f1,1883,True,20.901958,19.953993136005913
r13i1p1f1,1884,True,17.738602,17.78894697579557
r13i1p1f1,1885,True,17.583368,17.455624358327256
r13i1p1f1,1886,True,18.22611,18.369932762541772
r13i1p1f1,1887,True,17.256725,17.94080670704791
r13i1p1f1,1888,True,17.459211,18.064096111454063
r13i1p1f1,1889,True,20.260126,20.516882152432043
r13i1p1f1,1890,True,22.221064,21.866913471750486
r13i1p1f1,1891,True,18.951614,19.313879655345026
r13i1p1f1,1892,True,18.136438,19.477967435921006
r13i1p1f1,1893,True,19.858967,19.630154090187162
r13i1p1f1,1894,True,21.06824,20.010831814625103
r13i1p1f1,1895,True,20.69781,20.446266185230396
r13i1p1f1,1896,True,20.272932,19.615293761278853
r13i1p1f1,1897,True,21.014444,19.495547374507314
r13i1p1f1,1898,True,18.431293,19.735073006278885
r13i1p1f1,1899,True,19.719818,19.729525741859153
r13i1p1f1,1900,True,19.021812,19.56619673210913
r13i1p1f1,1901,True,20.540642,20.742052740125843
r13i1p1f1,1902,True,19.57455,20.658762287372916
r13i1p1f1,1903,True,19.357395,19.68887254913293
r13i1p1f1,1904,True,20.237087,20.349371927810775
r13i1p1f1,1905,True,18.402407,18.518888978700073
r13i1p1f1,1906,True,18.219435,18.24971306066864
r13i1p1f1,1907,True,19.37883,20.25717990925754
r13i1p1f1,1908,True,19.908525,20.060208123786307
r13i1p1f1,1909,True,21.016783,21.471533168903477
r13i1p1f1,1910,True,22.877844,22.18780179104894
r13i1p1f1,1911,True,20.611237,20.647413157637764
r13i1p1f1,1912,True,18.229572,18.84429820220848
r13i1p1f1,1913,True,18.550762,18.79869336055555
r13i1p1f1,1914,True,17.873728,18.49096348254013
r13i1p1f1,1915,True,19.761244,18.87491367638694
r13i1p1f1,1916,True,20.21091,20.55621077792308
r13i1p1f1,1917,True,19.888916,20.24107056397638
r13i1p1f1,1918,True,18.952166,19.230890950701745
r13i1p1f1,1919,True,20.77029,20.966907575699693
r13i1p1f1,1920,True,21.061716,21.275428239387452
r13i1p1f1,1921,True,21.76795,21.570172052123155
r13i1p1f1,1922,True,22.474644,21.655613896193692
r13i1p1f1,1923,True,20.983019,21.3918906428771
r13i1p1f1,1924,True,20.453268,20.662445994358013
r13i1p1f1,1925,True,21.049244,21.002549572085517
r13i1p1f1,1926,True,20.028927,20.380273672499428
r13i1p1f1,1927,True,20.776783,20.816977742965932
r13i1p1f1,1928,True,22.136705,21.730933961544757
r13i1p1f1,1929,True,21.26842,21.115021496889046
r13i1p1f1,1930,True,19.347551,19.813277527032536
r13i1p1f1,1931,True,19.11477,19.462181263684883
r13i1p1f1,1932,True,18.60104,19.94667170622651
r13i1p1f1,1933,True,18.241718,18.910991673157874
r13i1p1f1,1934,True,18.119415,18.148896609686407
r13i1p1f1,1935,True,19.068872,19.366824465451536
r13i1p1f1,1936,True,19.12844,19.590054624379693
r13i1p1f1,1937,True,19.307701,19.148066357182696
r13i1p1f1,1938,True,17.211668,18.340068181666833
r13i1p1f1,1939,True,15.6793165,17.32873697302339
r13i1p1f1,1940,True,16.956106,17.22938587063996
r13i1p1f1,1941,True,18.304987,18.449074219330722
r13i1p1f1,1942,True,19.062689,19.416124683503416
r13i1p1f1,1943,True,18.747953,19.637525952136244
r13i1p1f1,1944,True,19.66226,19.99820525963454
r13i1p1f1,1945,True,19.684181,19.364323910225025
r13i1p1f1,1946,True,19.76423,19.348803736812528
r13i1p1f1,1947,True,20.95487,20.39628267126696
r13i1p1f1,1948,True,20.14322,21.302549585116672
r13i1p1f1,1949,True,19.0518,21.559645768492324
r13i1p1f1,1950,True,19.572405,21.063020167011267
r13i1p1f1,1951,True,21.352005,21.242608688186575
r13i1p1f1,1952,True,21.17072,20.850689556480972
r13i1p1f1,1953,True,18.442614,20.479106582205638
r13i1p1f1,1954,True,19.84612,20.043093093587512
r13i1p1f1,1955,True,18.430056,19.19188985641249
r13i1p1f1,1956,True,17.667496,18.694491222117037
r13i1p1f1,1957,True,20.11916,19.26845800172974
r13i1p1f1,1958,True,20.541632,20.173441735141754
r13i1p1f1,1959,True,21.261127,20.57899234286278
r13i1p1f1,1960,True,22.09681,20.211758840196858
r13i1p1f1,1961,True,20.81079,20.37029114890604
r13i1p1f1,1962,True,18.549301,18.454017727046782
r13i1p1f1,1963,True,18.055204,18.015066236059056
r13i1p1f1,1964,True,17.430744,16.929303843690693
r13i1p1f1,1965,True,17.86736,17.812419386729243
r13i1p1f1,1966,True,20.475344,19.680160939491657
r13i1p1f1,1967,True,20.190914,19.596351715593553
r13i1p1f1,1968,True,19.611588,18.984100948121725
r13i1p1f1,1969,True,19.121862,18.849599664334846
r13i1p1f1,1970,True,20.924616,19.43478500874804
r13i1p1f1,1971,True,20.0158,20.163708347999552
r13i1p1f1,1972,True,18.536339,19.18345443539246
r13i1p1f1,1973,True,20.298258,19.241598407052663
r13i1p1f1,1974,True,19.978159,19.882195241434395
r13i1p1f1,1975,True,20.545774,19.394392330364404
r13i1p1f1,1976,True,19.542664,19.05810091802676
r13i1p1f1,1977,True,19.45669,18.762124529663947
r13i1p1f1,1978,True,17.999115,17.845692150251466
r13i1p1f1,1979,True,16.378103,17.056812364667177
r13i1p1f1,1980,True,16.762508,16.684452943716128
r13i1p1f1,1981,True,19.336164,18.55362474472939
r13i1p1f1,1982,True,22.000679,20.237658398753716
r13i1p1f1,1983,True,22.093338,20.875784351981533
r13i1p1f1,1984,True,20.060581,19.345580506304792
r13i1p1f1,1985,True,17.60628,17.61748758051849
r13i1p1f1,1986,True,16.991041,17.221461991088034
r13i1p1f1,1987,True,16.61846,16.132088434866915
r13i1p1f1,1988,True,17.802195,17.482455721539985
r13i1p1f1,1989,True,17.883396,18.16189867031049
r14i1p1f1,1853,True,20.581808,19.170228990647498
r14i1p1f1,1854,True,21.444214,20.594006258898325
r14i1p1f1,1855,True,21.068651,20.81998969976784
r14i1p1f1,1856,True,20.557524,20.08429293402864
r14i1p1f1,1857,True,19.332022,19.25787872875604
r14i1p1f1,1858,True,20.898512,19.456887330774208
r14i1p1f1,1859,True,20.437946,20.129575798003334
r14i1p1f1,1860,True,19.511833,19.231279624544975
r14i1p1f1,1861,True,17.890415,19.066825240539337
r14i1p1f1,1862,True,18.124834,18.3200050673072
r14i1p1f1,1863,True,19.055216,19.211395347478096
r14i1p1f1,1864,True,19.574585,20.081246861685063
r14i1p1f1,1865,True,19.37168,20.49072356392549
r14i1p1f1,1866,True,20.103354,20.390893292504778
r14i1p1f1,1867,True,19.853357,20.719063901240798
r14i1p1f1,1868,True,19.63901,19.642975029482987
r14i1p1f1,1869,True,18.876158,18.871929210804346
r14i1p1f1,1870,True,18.798693,18.00304807715955
r14i1p1f1,1871,True,18.451965,18.671137173335154
r14i1p1f1,1872,True,18.31282,18.80221734558093
r14i1p1f1,1873,True,19.935682,19.59337923806703
r14i1p1f1,1874,True,18.946264,19.502368297336695
r14i1p1f1,1875,True,18.91269,18.75064784974407
r14i1p1f1,1876,True,18.336452,18.11002146799331
r14i1p1f1,1877,True,17.856373,17.685219248984584
r14i1p1f1,1878,True,18.939293,18.56696293023855
r14i1p1f1,1879,True,19.469036,19.21846051056852
r14i1p1f1,1880,True,21.009712,20.07319972919984
r14i1p1f1,1881,True,21.97399,21.77217446773336
r14i1p1f1,1882,True,22.62731,21.784061714116227
r14i1p1f1,1883,True,24.790419,23.64552353923417
r14i1p1f1,1884,True,23.227898,23.079800752532414
r14i1p1f1,1885,True,23.975725,22.533941632110825
r14i1p1f1,1886,True,22.100138,22.707358545229912
r14i1p1f1,1887,True,21.698849,22.689283064857538
r14i1p1f1,1888,True,21.84162,22.136982949584315
r14i1p1f1,1889,True,21.583681,21.3141331694559
r14i1p1f1,1890,True,21.23787,21.0915652496314
r14i1p1f1,1891,True,21.517405,20.560469059112165
r14i1p1f1,1892,True,21.935883,20.90827511201912
r14i1p1f1,1893,True,21.429136,20.775591509072385
r14i1p1f1,1894,True,21.517796,21.01160968920879
r14i1p1f1,1895,True,20.82033,20.477689233738683
r14i1p1f1,1896,True,21.664253,21.139829077939304
r14i1p1f1,1897,True,22.341862,21.942099303651236
r14i1p1f1,1898,True,22.115108,22.10709678364228
r14i1p1f1,1899,True,21.168432,21.459157856959386
r14i1p1f1,1900,True,18.8731,20.532934496364884
r14i1p1f1,1901,True,20.263214,20.06238555632706
r14i1p1f1,1902,True,17.87937,18.347613381830097
r14i1p1f1,1903,True,18.483469,18.46680651417779
r14i1p1f1,1904,True,19.339361,19.660823939617984
r14i1p1f1,1905,True,20.008913,19.349312578755217
r14i1p1f1,1906,True,19.590195,19.89370058746834
r14i1p1f1,1907,True,19.144278,19.517439328281604
r14i1p1f1,1908,True,19.818197,20.30011457835738
r14i1p1f1,1909,True,19.178848,19.14403583185842
r14i1p1f1,1910,True,19.991186,19.932030399454202
r14i1p1f1,1911,True,21.133797,20.59932177095133
r14i1p1f1,1912,True,19.71818,19.519507587484828
r14i1p1f1,1913,True,17.585146,18.86590175699712
r14i1p1f1,1914,True,18.995493,18.860823950370367
r14i1p1f1,1915,True,18.284698,19.75176958382386
r14i1p1f1,1916,True,19.303013,19.10604140580235
r14i1p1f1,1917,True,19.461378,19.33537126106902
r14i1p1f1,1918,True,20.482342,20.57810015172615
r14i1p1f1,1919,True,17.359077,18.846899379671207
r14i1p1f1,1920,True,18.48285,19.2322872691548
r14i1p1f1,1921,True,19.032553,19.62226690542856
r14i1p1f1,1922,True,19.07595,18.848888171649204
r14i1p1f1,1923,True,19.672842,19.732649014556415
r14i1p1f1,1924,True,18.820454,19.207737292997518
r14i1p1f1,1925,True,18.832644,18.558247314418107
r14i1p1f1,1926,True,18.149876,18.940891588307988
r14i1p1f1,1927,True,18.757185,19.22574785628164
r14i1p1f1,1928,True,18.835598,18.683541213031365
r14i1p1f1,1929,True,20.682348,20.274892337347648
r14i1p1f1,1930,True,20.229927,20.640909121322785
r14i1p1f1,1931,True,18.741758,19.481739961847563
r14i1p1f1,1932,True,18.959011,19.150269367097344
r14i1p1f1,1933,True,18.88507,18.759361675162292
r14i1p1f1,1934,True,19.47599,19.68730621125352
r14i1p1f1,1935,True,20.681665,19.68840450978844
r14i1p1f1,1936,True,18.721186,19.10151575380657
r14i1p1f1,1937,True,18.958996,19.278192459671846
r14i1p1f1,1938,True,18.625149,18.52103566378944
r14i1p1f1,1939,True,18.769714,18.424256246707994
r14i1p1f1,1940,True,16.001728,16.982447538633963
r14i1p1f1,1941,True,16.802565,16.724807549322993
r14i1p1f1,1942,True,16.971016,17.01975723073688
