alpha,mean_cv_r2,std_cv_r2,n_folds_used
1.0,-15.34204103228258,13.035519562369407,3
3.0,-15.556773907112833,16.01770913727886,3
0.3,-15.776435843418675,11.57056140467121,3
4.0,-15.838913812028858,17.232029387925497,3
0.1,-16.102677560481673,10.968204026055814,3
5.0,-16.141393635462432,18.300210554171187,3
0.03,-16.262365255169183,10.711808433039897,3
0.01,-16.313824047511698,10.63255252932669,3
10.0,-17.529334706095764,22.0593291748404,3
30.0,-20.42049364458309,27.354023294044342,3
40.0,-21.133786015940338,28.298918311785812,3
50.0,-21.64498409284983,28.894521353083512,3
60.0,-22.031137674387463,29.299785561986216,3
70.0,-22.334062510858228,29.591112741993044,3
100.0,-22.94978485438176,30.1125489675273,3
300.0,-24.160899057478105,30.875316827987152,3
