late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-1.0439148870788877,0.1992935266970924,0.5603242746726974,-0.09062529120045992,0.1992935266970926,0.5603242746726974,3,10
