n,feature,score,curve_r2
1,thetao W60p0 EOF2 lag0,,0.1084853656845067
2,thetao W40p0 EOF3 lag0,,0.1196610025377692
3,so W30p0 EOF1 lag6,,0.217331495949006
4,thetao W60p0 EOF2 lag1,,0.2684061632383985
5,thetao W60p0 EOF2 lag2,,0.3717153494628639
6,so W30p0 EOF1 lag5,,0.4057782005520141
7,so W30p0 EOF1 lag7,,0.4603800560756047
8,so W30p0 EOF1 lag4,,0.4992624098318636
9,thetao W10p0 EOF1 lag1,,0.4991220885979534
10,so W30p0 EOF1 lag3,,0.5331385876672434
