late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-0.9141314239025085,0.1239480158862485,0.43597267206623674,-0.0819962754221022,0.1239480158862485,0.43597267206623674,17,15
