var,lon_tag,mode,lag,corr,abs_corr
so,W30p0,1,0,-0.9571348632857519,0.9571348632857519
so,W20p0,1,0,-0.9511603533012134,0.9511603533012134
so,W30p0,1,1,-0.9493013030380678,0.9493013030380678
so,W30p0,1,2,-0.9457372090532419,0.9457372090532419
so,W20p0,1,1,-0.9435424288626457,0.9435424288626457
so,W30p0,1,3,-0.9421051183341035,0.9421051183341035
so,W60p0,1,0,-0.9401051013606612,0.9401051013606612
so,W20p0,1,2,-0.9393919735278802,0.9393919735278802
so,W20p0,1,3,-0.9362953260087301,0.9362953260087301
so,W30p0,1,4,-0.932809337145926,0.932809337145926
so,W60p0,1,1,-0.9291175045513443,0.9291175045513443
so,W20p0,1,4,-0.9281899914728863,0.9281899914728863
so,W10p0,1,7,-0.9243737269904018,0.9243737269904018
so,W30p0,1,5,-0.9239236305442793,0.9239236305442793
so,W10p0,1,2,-0.9230960821195638,0.9230960821195638
so,W10p0,1,3,-0.9230944781110779,0.9230944781110779
thetao,W60p0,1,0,-0.9223933931810716,0.9223933931810716
so,W10p0,1,8,-0.9219361907905563,0.9219361907905563
so,W20p0,1,5,-0.9216247114848375,0.9216247114848375
so,W10p0,1,4,-0.9210241676766531,0.9210241676766531
so,W10p0,1,6,-0.9209358083338044,0.9209358083338044
so,W40p0,1,0,-0.9203447051858658,0.9203447051858658
so,W10p0,1,1,-0.9188799298532179,0.9188799298532179
so,W10p0,1,9,-0.9185346624534855,0.9185346624534855
so,W10p0,1,5,-0.9182319636034951,0.9182319636034951
so,W10p0,1,10,-0.918169074066347,0.918169074066347
so,W60p0,1,2,-0.9180884127926539,0.9180884127926539
so,W40p0,1,2,-0.9156004336600548,0.9156004336600548
so,W40p0,1,1,-0.9135551168438011,0.9135551168438011
so,W20p0,1,6,-0.9135432415137478,0.9135432415137478
so,W60p0,1,3,-0.9131117131825897,0.9131117131825897
so,W30p0,1,6,-0.9125926427046313,0.9125926427046313
thetao,W60p0,1,1,-0.9118203983313482,0.9118203983313482
so,W10p0,1,11,-0.9108351060661818,0.9108351060661818
so,W10p0,1,0,-0.9105645651482036,0.9105645651482036
so,W10p0,1,12,-0.9089152441298016,0.9089152441298016
thetao,W20p0,2,0,-0.9078969561292082,0.9078969561292082
so,W40p0,1,3,-0.9074684205178983,0.9074684205178983
so,W30p0,1,7,-0.9067381878829807,0.9067381878829807
so,W20p0,1,7,-0.9053503391734459,0.9053503391734459
thetao,W20p0,2,3,-0.9041246405441067,0.9041246405441067
thetao,W20p0,2,1,-0.9039295057870245,0.9039295057870245
thetao,W40p0,2,6,-0.903828707586887,0.903828707586887
so,W10p0,1,13,-0.9036684005805856,0.9036684005805856
so,W60p0,1,4,-0.9030753058473822,0.9030753058473822
thetao,W20p0,2,4,-0.9028724095307439,0.9028724095307439
thetao,W20p0,2,2,-0.9027425962824683,0.9027425962824683
thetao,W40p0,2,8,-0.899581306135943,0.899581306135943
so,W30p0,1,8,-0.8991460318296352,0.8991460318296352
so,W20p0,1,8,-0.8983868379092124,0.8983868379092124
thetao,W60p0,1,2,-0.8981419273537748,0.8981419273537748
thetao,W40p0,2,7,-0.897642181526774,0.897642181526774
thetao,W40p0,2,5,-0.8974774977660813,0.8974774977660813
thetao,W40p0,2,2,-0.8974343658699712,0.8974343658699712
thetao,W20p0,2,5,-0.8970971050532808,0.8970971050532808
thetao,W20p0,2,6,-0.8960880443125754,0.8960880443125754
thetao,W40p0,2,3,-0.8960292785187071,0.8960292785187071
thetao,W60p0,1,3,-0.8951380120852109,0.8951380120852109
so,W10p0,1,14,-0.8936847147973025,0.8936847147973025
thetao,W20p0,2,7,-0.8936128842583475,0.8936128842583475
thetao,W40p0,2,0,-0.892703100631996,0.892703100631996
so,W10p0,1,15,-0.8915848018753693,0.8915848018753693
thetao,W40p0,2,4,-0.8914615668716891,0.8914615668716891
so,W60p0,1,5,-0.8905934618044733,0.8905934618044733
thetao,W40p0,2,1,-0.8891296825926306,0.8891296825926306
thetao,W60p0,1,4,-0.888078418841991,0.888078418841991
thetao,W20p0,2,8,-0.8874579493997643,0.8874579493997643
so,W30p0,1,9,-0.8871767818272491,0.8871767818272491
so,W20p0,1,9,-0.8869655672216183,0.8869655672216183
so,W40p0,1,4,-0.8862156902670255,0.8862156902670255
thetao,W40p0,2,9,-0.8860117108628183,0.8860117108628183
thetao,W30p0,2,8,-0.8856892635849172,0.8856892635849172
so,W10p0,1,16,-0.8854735961311663,0.8854735961311663
thetao,W30p0,2,7,-0.8809497452320965,0.8809497452320965
thetao,W30p0,2,4,-0.8804391785390169,0.8804391785390169
thetao,W30p0,2,9,-0.8803452244621511,0.8803452244621511
thetao,W60p0,1,5,-0.8800518666813669,0.8800518666813669
thetao,W20p0,2,9,-0.8799163522207135,0.8799163522207135
thetao,W30p0,2,11,-0.8795613090408366,0.8795613090408366
thetao,W30p0,2,3,-0.8794472665317882,0.8794472665317882
so,W10p0,1,17,-0.8792530248269683,0.8792530248269683
thetao,W30p0,2,10,-0.8785670402005593,0.8785670402005593
thetao,W40p0,2,11,-0.8781520141753252,0.8781520141753252
thetao,W30p0,2,6,-0.8775687798033966,0.8775687798033966
so,W20p0,1,10,-0.8767494967816397,0.8767494967816397
so,W40p0,1,5,-0.875751252410464,0.875751252410464
thetao,W30p0,2,5,-0.8754281335294495,0.8754281335294495
thetao,W20p0,2,10,-0.8740789042593817,0.8740789042593817
thetao,W30p0,2,2,-0.8738794631343256,0.8738794631343256
so,W60p0,1,6,-0.8730872616326688,0.8730872616326688
thetao,W40p0,2,10,-0.871667452592075,0.871667452592075
so,W30p0,1,10,-0.8711467278403665,0.8711467278403665
thetao,W10p0,1,0,-0.8686573134873187,0.8686573134873187
so,W10p0,1,18,-0.8677169688536986,0.8677169688536986
so,W20p0,1,11,-0.8667345051017878,0.8667345051017878
thetao,W10p0,2,10,-0.8653247505089031,0.8653247505089031
thetao,W30p0,2,12,-0.864594720016474,0.864594720016474
thetao,W60p0,1,6,-0.8638281967068004,0.8638281967068004
thetao,W20p0,2,11,-0.8631436836120256,0.8631436836120256
so,W40p0,1,6,-0.8610074603381989,0.8610074603381989
thetao,W40p0,2,12,-0.8607501036914873,0.8607501036914873
thetao,W30p0,2,0,-0.8599135142347579,0.8599135142347579
thetao,W20p0,2,12,-0.8593897902157714,0.8593897902157714
so,W60p0,1,7,-0.8591378032976008,0.8591378032976008
thetao,W10p0,1,1,-0.8583316552670311,0.8583316552670311
thetao,W10p0,2,9,-0.8572924816404014,0.8572924816404014
thetao,W30p0,2,1,-0.8571112802842981,0.8571112802842981
so,W20p0,1,12,-0.8561877964585622,0.8561877964585622
so,W30p0,1,11,-0.855967509363236,0.855967509363236
thetao,W30p0,2,13,-0.854294158804058,0.854294158804058
thetao,W20p0,2,13,-0.8542857053110801,0.8542857053110801
thetao,W10p0,2,8,-0.8540517782879264,0.8540517782879264
thetao,W10p0,2,11,-0.8535178705806731,0.8535178705806731
so,W10p0,1,19,-0.8533680181671635,0.8533680181671635
thetao,W30p0,2,14,-0.8520731335492845,0.8520731335492845
so,W60p0,1,8,-0.8463008379045749,0.8463008379045749
so,W40p0,1,7,-0.8457986653028433,0.8457986653028433
so,W20p0,1,13,-0.845167018457545,0.845167018457545
thetao,W60p0,1,7,-0.8448066414995418,0.8448066414995418
thetao,W20p0,2,14,-0.8442392640970704,0.8442392640970704
so,W30p0,1,12,-0.8409815521350561,0.8409815521350561
so,W10p0,1,20,-0.8408884644197843,0.8408884644197843
thetao,W10p0,2,7,-0.8399769287835342,0.8399769287835342
thetao,W10p0,2,12,-0.8383054465783041,0.8383054465783041
so,W60p0,1,9,-0.8352227116026837,0.8352227116026837
thetao,W40p0,2,13,-0.8350084325838462,0.8350084325838462
thetao,W10p0,2,13,-0.8346177553169581,0.8346177553169581
thetao,W30p0,2,15,-0.8342435390736598,0.8342435390736598
so,W40p0,1,8,-0.8327158717408881,0.8327158717408881
thetao,W10p0,1,2,-0.8320854126439114,0.8320854126439114
thetao,W30p0,2,16,-0.8320771052044408,0.8320771052044408
thetao,W20p0,2,15,-0.8319508767251977,0.8319508767251977
thetao,W40p0,2,14,-0.8306057993810826,0.8306057993810826
so,W20p0,1,14,-0.829874811811476,0.829874811811476
thetao,W60p0,1,8,-0.8287871127762201,0.8287871127762201
so,W30p0,1,13,-0.8261229646511519,0.8261229646511519
thetao,W20p0,2,16,-0.8256934128578476,0.8256934128578476
so,W60p0,1,10,-0.8255649536529313,0.8255649536529313
thetao,W60p0,1,9,-0.8254659875484517,0.8254659875484517
thetao,W10p0,2,14,-0.8248239616196035,0.8248239616196035
thetao,W60p0,1,10,-0.8204770974340443,0.8204770974340443
