n_features,post_r2,delta_r2
1,0.40031748080059615,
2,0.4891881852112633,0.08887070441066713
3,0.4897216713256374,0.0005334861143740932
4,0.5738621234751358,0.08414045214949839
5,0.8187223609095919,0.24486023743445617
6,0.836082456648866,0.017360095739274106
7,0.8424380793068919,0.006355622658025806
8,0.8424477145696897,9.635262797846877e-06
9,0.8417742511573432,-0.0006734634123465311
10,0.872998214321725,0.031223963164381807
11,0.934214886690701,0.06121667236897599
12,0.9346377425046501,0.0004228558139491856
13,0.9470211353089842,0.012383392804334092
14,0.9537969642629516,0.006775828953967333
15,0.9555721975157764,0.0017752332528248038
16,0.9659368033683625,0.01036460585258614
17,0.9715301103537961,0.005593306985433588
18,0.9733856198274909,0.0018555094736948385
19,0.9801533596518686,0.0067677398243776166
20,0.9845594851432049,0.0044061254913363435
21,0.9872716576474162,0.0027121725042112965
22,0.9878665240911274,0.0005948664437112061
23,0.9886356617710621,0.000769137679934695
24,0.9896690882916555,0.0010334265205933502
25,0.9896361465549433,-3.29417367121998e-05
26,0.9895726835854388,-6.346296950443531e-05
27,0.9897824139162219,0.00020973033078308667
28,0.9905047403904701,0.0007223264742481916
29,0.9908036362933438,0.00029889590287368595
30,0.9911806851227133,0.00037704882936950845
31,0.9913652655953583,0.00018458047264502397
32,0.9920987973121774,0.0007335317168191136
33,0.993454396305642,0.0013555989934646018
34,0.9951542985474418,0.0016999022417997223
35,0.9952737582563375,0.00011945970889570834
36,0.9952999970575758,2.6238801238309684e-05
37,0.9958488646177054,0.0005488675601296178
38,0.9958474724629628,-1.3921547425965741e-06
39,0.9959505330651334,0.00010306060217057933
40,0.9961540150208801,0.00020348195574670935
41,0.9966429394145258,0.0004889243936456733
42,0.996857531855205,0.00021459244067922878
43,0.997587096863983,0.0007295650087779659
44,0.9978165809499538,0.0002294840859708991
45,0.997823056340067,6.4753901131142655e-06
46,0.9978064409011446,-1.661543892239603e-05
47,0.9980350641879464,0.0002286232868018434
48,0.9979949918824736,-4.0072305472760306e-05
49,0.9981997178643303,0.00020472598185661273
50,0.9982244458497654,2.4727985435180067e-05
51,0.9982605578235206,3.611197375519293e-05
52,0.998260847874598,2.9005107737845037e-07
53,0.9982766757129016,1.5827838303561492e-05
54,0.9984315159576048,0.0001548402447032471
55,0.9984553265693251,2.3810611720298525e-05
56,0.998575847055392,0.00012052048606692178
57,0.9987279418479266,0.0001520947925345295
58,0.9987326378885858,4.696040659224465e-06
59,0.998784501695101,5.1863806515228816e-05
60,0.9987798149064154,-4.686788685592802e-06
