var,lon_tag,mode,lag,corr,abs_corr
so,W10p0,2,15,0.6714402453591573,0.6714402453591573
so,W10p0,2,16,0.6531420165269816,0.6531420165269816
so,W10p0,2,14,0.6402035121022884,0.6402035121022884
so,W10p0,2,17,0.6315014713290812,0.6315014713290812
thetao,W40p0,6,2,0.6228989793599683,0.6228989793599683
thetao,W40p0,6,3,0.6172173121891623,0.6172173121891623
thetao,W40p0,6,1,0.6157697736471537,0.6157697736471537
so,W10p0,2,18,0.608736104716685,0.608736104716685
so,W60p0,1,1,0.6023452701207616,0.6023452701207616
so,W10p0,2,13,0.5958757439957885,0.5958757439957885
so,W10p0,7,7,-0.594318561950174,0.594318561950174
so,W10p0,2,19,0.5926053264559744,0.5926053264559744
so,W60p0,1,0,0.5851058509149717,0.5851058509149717
so,W10p0,7,8,-0.5813054683455937,0.5813054683455937
so,W10p0,7,6,-0.5715544345274768,0.5715544345274768
thetao,W10p0,10,14,-0.570652885586082,0.570652885586082
so,W10p0,2,20,0.5681565906811441,0.5681565906811441
thetao,W10p0,10,15,-0.563411009922284,0.563411009922284
thetao,W30p0,9,1,-0.5593098425957423,0.5593098425957423
thetao,W30p0,9,2,-0.5567843039119863,0.5567843039119863
so,W10p0,2,12,0.5550999212297215,0.5550999212297215
thetao,W40p0,6,0,0.554122324163678,0.554122324163678
thetao,W10p0,10,12,-0.5538773339507601,0.5538773339507601
thetao,W30p0,9,0,-0.5504518112151795,0.5504518112151795
thetao,W40p0,6,4,0.549593414342744,0.549593414342744
so,W10p0,7,5,-0.542912061716404,0.542912061716404
so,W60p0,1,2,0.5417571721674275,0.5417571721674275
thetao,W10p0,10,13,-0.5384864813970001,0.5384864813970001
thetao,W30p0,9,3,-0.5344421740428593,0.5344421740428593
so,W60p0,3,1,0.5322103406587941,0.5322103406587941
thetao,W10p0,10,11,-0.5321804017009674,0.5321804017009674
so,W10p0,2,11,0.5319213969230675,0.5319213969230675
so,W60p0,3,2,0.5292831353759064,0.5292831353759064
thetao,W10p0,10,16,-0.5225448212241713,0.5225448212241713
so,W10p0,7,9,-0.5220364618186396,0.5220364618186396
thetao,W10p0,4,11,0.5207397247775544,0.5207397247775544
so,W10p0,7,4,-0.5199586687253979,0.5199586687253979
so,W10p0,7,3,-0.5174373384426074,0.5174373384426074
so,W10p0,2,10,0.5153370429003954,0.5153370429003954
so,W60p0,3,0,0.5123227432031371,0.5123227432031371
thetao,W10p0,4,10,0.5046019660497405,0.5046019660497405
thetao,W30p0,9,4,-0.5039294106787578,0.5039294106787578
thetao,W10p0,10,20,-0.502585503247129,0.502585503247129
so,W40p0,5,0,-0.5022237861146569,0.5022237861146569
so,W60p0,3,3,0.500570732465364,0.500570732465364
so,W10p0,7,2,-0.5004242472005801,0.5004242472005801
thetao,W20p0,3,2,0.5001298021672854,0.5001298021672854
thetao,W20p0,3,1,0.5000970744802429,0.5000970744802429
thetao,W40p0,7,0,0.4981415742878666,0.4981415742878666
thetao,W40p0,7,1,0.4975266824914604,0.4975266824914604
so,W40p0,5,1,-0.4969912858231677,0.4969912858231677
so,W40p0,5,2,-0.49653562550779035,0.49653562550779035
