n,feature,score,curve_r2
1,so W10p0 EOF2 lag15,,0.4003174808005961
2,so W10p0 EOF2 lag16,,0.4891881852112633
3,so W10p0 EOF2 lag14,,0.4897216713256374
4,so W10p0 EOF2 lag17,,0.5738621234751358
5,thetao W40p0 EOF6 lag2,,0.8187223609095919
6,thetao W40p0 EOF6 lag3,,0.836082456648866
7,thetao W40p0 EOF6 lag1,,0.8424380793068919
8,so W10p0 EOF2 lag18,,0.8424477145696897
9,so W60p0 EOF1 lag1,,0.8417742511573432
10,so W10p0 EOF2 lag13,,0.872998214321725
