rank,feature_index,feature,coef_std,abscoef_std,cluster_root,cluster_size
325,69,thetao W40p0 EOF10 lag2,-0.0075831427582667196,0.0075831427582667196,69,1
326,372,so W10p0 EOF3 lag1,0.007488389747789643,0.007488389747789643,372,1
327,5,thetao W60p0 EOF6 lag0,0.007466797675025927,0.007466797675025927,5,1
328,227,so W60p0 EOF8 lag2,-0.0073360535623455845,0.0073360535623455845,227,1
329,377,so W10p0 EOF8 lag1,0.007244558133005306,0.007244558133005306,377,1
330,398,so W10p0 EOF9 lag3,-0.007099026055886462,0.007099026055886462,398,1
331,357,so W20p0 EOF8 lag3,-0.007070990709648139,0.007070990709648139,357,1
332,58,thetao W40p0 EOF9 lag1,0.007069397434036555,0.007069397434036555,58,1
333,191,thetao W10p0 EOF2 lag3,0.006909681912867133,0.006909681912867133,191,1
334,202,so W60p0 EOF3 lag0,0.006601345652942344,0.006601345652942344,202,1
335,182,thetao W10p0 EOF3 lag2,-0.00617591372674346,0.00617591372674346,182,1
336,27,thetao W60p0 EOF8 lag2,-0.006041826022358188,0.006041826022358188,27,1
337,234,so W60p0 EOF5 lag3,-0.006008869044840481,0.006008869044840481,234,1
338,115,thetao W30p0 EOF6 lag3,-0.005813303396617425,0.005813303396617425,115,1
339,127,thetao W20p0 EOF8 lag0,-0.0057354275444680865,0.0057354275444680865,127,1
340,189,thetao W10p0 EOF10 lag2,-0.005215274099352986,0.005215274099352986,189,1
341,336,so W20p0 EOF7 lag1,-0.005080020382132233,0.005080020382132233,336,1
342,160,thetao W10p0 EOF1 lag0,0.005047810708618202,0.005047810708618202,160,2
343,304,so W30p0 EOF5 lag2,0.00480893834404435,0.00480893834404435,304,1
344,195,thetao W10p0 EOF6 lag3,0.004545223811297856,0.004545223811297856,195,1
345,291,so W30p0 EOF2 lag1,-0.004508719022586501,0.004508719022586501,291,1
346,29,thetao W60p0 EOF10 lag2,0.004256012857443461,0.004256012857443461,29,1
347,98,thetao W30p0 EOF9 lag1,0.003915889962233494,0.003915889962233494,98,1
348,264,so W40p0 EOF5 lag2,-0.003830333825522373,0.003830333825522373,264,1
349,176,thetao W10p0 EOF7 lag1,0.0038248221319937175,0.0038248221319937175,176,1
350,214,so W60p0 EOF5 lag1,0.003789274412639685,0.003789274412639685,214,1
351,255,so W40p0 EOF6 lag1,-0.0036565405591330825,0.0036565405591330825,255,1
352,230,so W60p0 EOF1 lag3,-0.003623268953738003,0.003623268953738003,230,1
353,102,thetao W30p0 EOF3 lag2,0.0035581687620748893,0.0035581687620748893,102,1
354,197,thetao W10p0 EOF8 lag3,-0.003421716432109204,0.003421716432109204,197,1
355,175,thetao W10p0 EOF6 lag1,-0.0032925983655693915,0.0032925983655693915,175,1
356,146,thetao W20p0 EOF7 lag2,0.0029692612952945782,0.0029692612952945782,146,1
357,123,thetao W20p0 EOF4 lag0,-0.002832198568892351,0.002832198568892351,123,1
358,59,thetao W40p0 EOF10 lag1,0.0028169880979145366,0.0028169880979145366,59,1
359,174,thetao W10p0 EOF5 lag1,0.0027362684891809267,0.0027362684891809267,174,1
360,56,thetao W40p0 EOF7 lag1,0.002502185711439717,0.002502185711439717,56,1
361,143,thetao W20p0 EOF4 lag2,-0.002501603014281637,0.002501603014281637,143,1
362,108,thetao W30p0 EOF9 lag2,-0.0024221743109580154,0.0024221743109580154,108,1
363,311,so W30p0 EOF2 lag3,0.00235206853003106,0.00235206853003106,311,1
364,192,thetao W10p0 EOF3 lag3,-0.0022836555642584203,0.0022836555642584203,192,1
365,326,so W20p0 EOF7 lag0,0.002014521915004767,0.002014521915004767,326,1
366,111,thetao W30p0 EOF2 lag3,-0.001959279881199017,0.001959279881199017,111,1
367,206,so W60p0 EOF7 lag0,-0.0019171697603986096,0.0019171697603986096,206,1
368,299,so W30p0 EOF10 lag1,0.0018853260418062248,0.0018853260418062248,299,1
369,237,so W60p0 EOF8 lag3,-0.0018269234959845258,0.0018269234959845258,237,1
370,95,thetao W30p0 EOF6 lag1,0.0017383124110236215,0.0017383124110236215,95,1
371,44,thetao W40p0 EOF5 lag0,0.0016299314790382108,0.0016299314790382108,44,1
372,373,so W10p0 EOF4 lag1,0.0015669624571921614,0.0015669624571921614,373,1
373,350,so W20p0 EOF1 lag3,-0.0015618110893204362,0.0015618110893204362,350,1
374,87,thetao W30p0 EOF8 lag0,-0.0013958212927449845,0.0013958212927449845,87,1
375,161,thetao W10p0 EOF2 lag0,0.0011553103317629926,0.0011553103317629926,161,1
376,159,thetao W20p0 EOF10 lag3,0.0009966562381526142,0.0009966562381526142,159,1
377,15,thetao W60p0 EOF6 lag1,-0.000974841530940241,0.000974841530940241,15,1
378,386,so W10p0 EOF7 lag2,0.0007173376173986593,0.0007173376173986593,386,1
379,232,so W60p0 EOF3 lag3,0.0006407068285861559,0.0006407068285861559,232,1
380,31,thetao W60p0 EOF2 lag3,0.0004240150899319966,0.0004240150899319966,31,1
381,188,thetao W10p0 EOF9 lag2,0.00022716065240259125,0.00022716065240259125,188,1
382,67,thetao W40p0 EOF8 lag2,0.00021195651752753557,0.00021195651752753557,67,1
383,369,so W10p0 EOF10 lag0,6.410329931857266e-05,6.410329931857266e-05,369,1
384,53,thetao W40p0 EOF4 lag1,5.176486218078105e-05,5.176486218078105e-05,53,1
385,165,thetao W10p0 EOF6 lag0,-3.03568874460358e-05,3.03568874460358e-05,165,1
386,112,thetao W30p0 EOF3 lag3,4.9980190870479435e-06,4.9980190870479435e-06,112,1
