alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-1.103191662741631,0.17149040012270553,3
100.0,-1.7309761570523445,0.864093869907277,3
70.0,-2.1212832988566035,1.3162939364003479,3
60.0,-2.3295982291079715,1.561426727076549,3
50.0,-2.6096501302092117,1.8947507609408916,3
40.0,-3.003411693791774,2.3701046422149057,3
30.0,-3.5911430691331443,3.09230411191562,3
10.0,-6.256682927858541,6.478831505249776,3
0.3,-7.3519288897530854,3.9960570062498957,3
5.0,-7.5552261255285025,8.052297026484863,3
1.0,-7.6696357990143795,6.400713287246257,3
4.0,-7.805488789052067,8.281400115729882,3
0.1,-7.84375833516211,3.6217068741021317,3
3.0,-7.992699498619177,8.332295562637098,3
0.03,-8.317220692879328,3.8273872580247463,3
0.01,-8.505306378620611,3.952497149661786,3
