n,feature,score,curve_r2
1,so W60p0 EOF1 lag1,,0.1438418159621198
2,so W40p0 EOF2 lag2,,0.5726640918765785
3,so W40p0 EOF2 lag3,,0.5993014048989793
4,so W60p0 EOF1 lag0,,0.5995117564361616
5,thetao W40p0 EOF10 lag1,,0.6244549571765139
6,thetao W60p0 EOF9 lag1,,0.632700182132891
7,so W10p0 EOF8 lag2,,0.638710784482123
8,so W40p0 EOF7 lag0,,0.6401141806219219
9,so W10p0 EOF2 lag0,,0.6441456286420899
10,thetao W40p0 EOF10 lag0,,0.6449880686427325
