n_features,post_r2,delta_r2
1,0.00390416862142573,
2,0.34416412565560595,0.3402599570341802
3,0.3437705753519319,-0.00039355030367405064
4,0.639553984755711,0.2957834094037791
5,0.6723244612641378,0.032770476508426793
6,0.7153130242478234,0.042988562983685585
7,0.7157841817871553,0.0004711575393319123
8,0.7313861593683328,0.01560197758117754
9,0.7647239240768018,0.03333776470846894
10,0.7872222666361575,0.022498342559355677
11,0.7873322787740488,0.00011001213789130215
12,0.7873560027901838,2.3724016135040493e-05
13,0.8202223340613258,0.032866331271142024
14,0.8208306614261807,0.0006083273648548326
15,0.8352048578202425,0.014374196394061789
16,0.8380926284568312,0.002887770636588738
17,0.8587847631117467,0.020692134654915484
18,0.8754754500975688,0.0166906869858221
19,0.883760602046089,0.008285151948520197
20,0.8909092174599574,0.007148615413868464
21,0.9115587961844962,0.020649578724538764
22,0.9133847456916223,0.0018259495071261123
23,0.9206905407702205,0.007305795078598187
24,0.9312340426397575,0.010543501869537009
25,0.9324145483662661,0.0011805057265086294
26,0.9320341489383005,-0.00038039942796563864
27,0.9518795892016315,0.019845440263331016
28,0.9535563112582206,0.0016767220565890861
29,0.953933110441098,0.00037679918287736314
30,0.9567046721844575,0.002771561743359574
31,0.956708616146889,3.943962431418591e-06
32,0.9574868165618192,0.0007782004149302635
33,0.9581921661545841,0.0007053495927649145
34,0.9588080745294812,0.0006159083748971117
35,0.9698148672185475,0.011006792689066236
36,0.9696235358268959,-0.00019133139165161683
37,0.972689054782399,0.0030655189555031104
38,0.9751000255988763,0.0024109708164773425
39,0.9756662958621134,0.0005662702632370786
40,0.9761548103206132,0.0004885144584998447
41,0.9760321585525165,-0.00012265176809678202
42,0.9769744776690716,0.0009423191165551792
43,0.9810106599001579,0.0040361822310862605
44,0.9814733286655309,0.00046266876537304213
45,0.9814514095694631,-2.1919096067857247e-05
46,0.9844335576290548,0.0029821480595917382
47,0.9860095064416095,0.0015759488125546284
48,0.9860242350744587,1.4728632849236867e-05
49,0.9868177569003823,0.0007935218259236265
50,0.9894123190617674,0.0025945621613850944
51,0.9897655880262431,0.0003532689644757392
52,0.9898616879605631,9.609993431991537e-05
53,0.9901175888371492,0.0002559008765861126
54,0.9903404286899827,0.00022283985283355623
55,0.9903790088660689,3.858017608615594e-05
56,0.9905800288292854,0.00020101996321653104
57,0.9904373444678388,-0.0001426843614465989
58,0.9904714923288742,3.414786103539402e-05
59,0.990265141787103,-0.00020635054177120526
60,0.9912022589226173,0.0009371171355142538
