alpha,mean_cv_r2,std_cv_r2,n_folds_used
5.0,-0.5000400066280773,0.44744233335610534,3
10.0,-0.5084048572795608,0.6096391461516222,3
4.0,-0.5214278991690252,0.3956751818359542,3
3.0,-0.5598684415634969,0.33535510817377845,3
1.0,-0.7323198057880912,0.26225277451844786,3
30.0,-0.7723363221297243,0.8406181319095436,3
0.3,-0.8539251007549661,0.34558261053022304,3
40.0,-0.8667881534252397,0.8964433221494178,3
0.1,-0.9017763328749129,0.3930660975509319,3
0.03,-0.9208051515701546,0.4132706992115953,3
0.01,-0.926510492317565,0.41945019639760284,3
50.0,-0.9388745585980782,0.9371969186789505,3
60.0,-0.9951614964772545,0.9683094974648011,3
70.0,-1.0401473044512122,0.9928370826616242,3
100.0,-1.1330320485365812,1.0427177387883977,3
300.0,-1.3165550075443238,1.1387037405698204,3
