k,r2_test,corr_test,subset_idx,subset_features,candidate_source,candidate_method
1,0.7281382244974544,0.9226420166655949,19,thetao W30p0 EOF9 lag2,spike_curve_post.csv,all
2,0.8670686971295217,0.9511302298066474,"12,19",so W60p0 EOF1 lag0 | thetao W30p0 EOF9 lag2,spike_curve_post.csv,all
3,0.8984936517665301,0.9657195212261676,"12,19,50",so W60p0 EOF1 lag0 | thetao W30p0 EOF9 lag2 | so W40p0 EOF5 lag1,spike_curve_post.csv,all
4,0.9039406825162737,0.9692877984528783,"12,19,43,50",so W60p0 EOF1 lag0 | thetao W30p0 EOF9 lag2 | so W40p0 EOF5 lag0 | so W40p0 EOF5 lag1,spike_curve_post.csv,all
5,0.9154923457429232,0.9731126289837887,"12,19,44,50,53",so W60p0 EOF1 lag0 | thetao W30p0 EOF9 lag2 | so W60p0 EOF3 lag3 | so W40p0 EOF5 lag1 | so W60p0 EOF10 lag0,spike_curve_post.csv,all
