MODEL,TARGET,MODE,member_id,TRAIN_END_YEAR,YEAR_START_USED,YEAR_END_USED,PRE_START,PRE_END,POST_START,POST_END,N_YEARS_TOTAL,N_YEARS_PRE,N_YEARS_POST,N_MODES,MAX_LAG_ALLOWED,STANDARDIZE_PC,R2_EVOL_MAX_RANKED,SPIKE_THRESH,N_FOR_ALPHA,EOF_KIND
IPSL-CM6A-LR,AMOC_45N_ensmean,ensmean,None,1989,1850,2014,1850,1989,1990,2014,165,140,25,10,20,True,60,0.01,5,surface_latlon
