var,mode,lag,corr,abs_corr
thetao,5,2,0.3902054969103991,0.3902054969103991
thetao,7,7,-0.3895739849246309,0.3895739849246309
thetao,9,15,0.38694398258568796,0.38694398258568796
thetao,7,2,-0.3864198617199438,0.3864198617199438
thetao,7,18,-0.3855108976055747,0.3855108976055747
thetao,2,9,0.38521180290327056,0.38521180290327056
so,4,13,0.3848675774470784,0.3848675774470784
so,9,17,0.38421889663795356,0.38421889663795356
thetao,7,4,-0.3840501921717597,0.3840501921717597
thetao,7,13,-0.38343312969435117,0.38343312969435117
so,10,3,-0.3793623029294616,0.3793623029294616
thetao,7,6,-0.37911680078832677,0.37911680078832677
so,7,5,0.377818058310955,0.377818058310955
so,9,19,0.37778783158380774,0.37778783158380774
thetao,2,13,0.37763279251094534,0.37763279251094534
thetao,5,5,0.37737302920338806,0.37737302920338806
thetao,2,11,0.375858710106321,0.375858710106321
so,4,0,0.3742006298952397,0.3742006298952397
thetao,7,14,-0.3720300353636833,0.3720300353636833
so,10,9,-0.3705209739289466,0.3705209739289466
so,4,12,0.36945371229472135,0.36945371229472135
so,7,4,0.3677707537119155,0.3677707537119155
thetao,8,3,-0.36754902319048993,0.36754902319048993
so,8,3,0.3659954195823412,0.3659954195823412
so,9,9,0.36490329809388466,0.36490329809388466
so,4,14,0.36290342243340074,0.36290342243340074
thetao,5,4,0.36237657982091853,0.36237657982091853
thetao,7,8,-0.359449283885081,0.359449283885081
thetao,7,16,-0.35907052217117125,0.35907052217117125
so,7,1,0.35861631030351976,0.35861631030351976
so,8,4,0.3576725426056334,0.3576725426056334
so,9,16,0.3573243181447409,0.3573243181447409
so,10,5,-0.3562397108049721,0.3562397108049721
so,10,6,-0.3558159836526859,0.3558159836526859
so,9,10,0.35505103332934956,0.35505103332934956
so,6,11,0.35416851336316174,0.35416851336316174
thetao,7,5,-0.35327445414011116,0.35327445414011116
thetao,8,2,-0.3526042478300246,0.3526042478300246
so,10,2,-0.3522048046209154,0.3522048046209154
thetao,9,18,0.3517900714090706,0.3517900714090706
so,4,10,0.35087597893418015,0.35087597893418015
so,8,2,0.3494797595699709,0.3494797595699709
so,6,10,0.3490009238008812,0.3490009238008812
thetao,9,16,0.34828289926892775,0.34828289926892775
thetao,7,12,-0.3480803735694051,0.3480803735694051
so,7,2,0.34774994584258895,0.34774994584258895
thetao,7,10,-0.34742177577809885,0.34742177577809885
so,10,4,-0.3470090828958611,0.3470090828958611
so,10,1,-0.3444154896036121,0.3444154896036121
so,7,3,0.3432647367008802,0.3432647367008802
thetao,8,0,-0.3423201775492816,0.3423201775492816
so,4,15,0.34199524745373083,0.34199524745373083
thetao,7,19,-0.3401136213647468,0.3401136213647468
so,3,13,-0.33922270691340417,0.33922270691340417
so,9,7,0.33878448062432387,0.33878448062432387
thetao,7,20,-0.3376500584593112,0.3376500584593112
so,6,16,0.33678493279694444,0.33678493279694444
so,3,17,-0.3350544681873004,0.3350544681873004
thetao,5,3,0.3337102502239024,0.3337102502239024
thetao,7,17,-0.3333892804905025,0.3333892804905025
thetao,2,8,0.3331174594194618,0.3331174594194618
thetao,8,4,-0.3301753545518678,0.3301753545518678
so,4,17,0.32947067392334556,0.32947067392334556
thetao,8,1,-0.32935180289891813,0.32935180289891813
thetao,7,11,-0.3236761521032795,0.3236761521032795
so,6,12,0.3217299931329358,0.3217299931329358
so,6,7,0.32057085616947806,0.32057085616947806
thetao,9,14,0.31910250449990407,0.31910250449990407
so,8,1,0.31568160540713297,0.31568160540713297
so,3,18,-0.3134545774436401,0.3134545774436401
thetao,9,20,0.31125727140659704,0.31125727140659704
thetao,5,6,0.3092687069631688,0.3092687069631688
thetao,9,19,0.30866076647937246,0.30866076647937246
thetao,7,9,-0.30267198803098017,0.30267198803098017
so,6,17,0.30202889573854597,0.30202889573854597
so,8,0,0.2987673637067197,0.2987673637067197
so,6,15,0.2985068098513187,0.2985068098513187
so,9,6,0.29558262158286747,0.29558262158286747
so,9,4,0.29482355946202254,0.29482355946202254
so,4,16,0.2948017704262285,0.2948017704262285
thetao,8,13,-0.2942266677173424,0.2942266677173424
thetao,2,20,0.2914693514118376,0.2914693514118376
so,9,5,0.29058348445270976,0.29058348445270976
so,6,13,0.2885303498568377,0.2885303498568377
thetao,2,14,0.2885260775792682,0.2885260775792682
so,9,3,0.28787830559348365,0.28787830559348365
thetao,2,7,0.2871001728694074,0.2871001728694074
so,3,12,-0.2860246401840827,0.2860246401840827
so,3,19,-0.2859481525458543,0.2859481525458543
so,3,20,-0.2834034315303402,0.2834034315303402
so,6,18,0.28297909552814765,0.28297909552814765
so,6,19,0.28085074941323157,0.28085074941323157
so,6,9,0.2802826835336704,0.2802826835336704
