n,feature,score,curve_r2
1,so W60p0 EOF1 lag0,,0.0829747338333447
2,so W60p0 EOF1 lag1,,0.1318662949914397
3,thetao W40p0 EOF10 lag17,,0.1331564839043039
4,so W40p0 EOF2 lag2,,0.1698978641703969
5,so W40p0 EOF2 lag3,,0.1955464166910856
6,thetao W40p0 EOF10 lag18,,0.200536196829329
7,so W30p0 EOF8 lag2,,0.2147207097423542
8,thetao W40p0 EOF10 lag16,,0.215271515347329
9,thetao W30p0 EOF9 lag20,,0.2151022452023738
10,so W40p0 EOF2 lag4,,0.2271778958342735
