k,r2_train,corr_train,r2_test,corr_test,subset_idx,subset_features,candidate_source,candidate_method,selected_by,amoc_variant,amoc_var_used,run_label
1,0.2587976966890989,0.5087351825804743,-1.3552305538237381,-0.09619115266120655,0,thetao W40p0 EOF10 lag17,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r22i1p1f1
2,0.37027996885468883,0.6085227021424586,-1.9346093447520705,-0.07927863250057945,"0,25",thetao W40p0 EOF10 lag17 | so W20p0 EOF3 lag10,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r22i1p1f1
3,0.46599209283014764,0.6826495667874415,-0.5045261923695261,0.37562646012662343,"0,21,28",thetao W40p0 EOF10 lag17 | so W30p0 EOF8 lag4 | so W20p0 EOF7 lag8,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r22i1p1f1
