N_seeds,W,alpha,mean_val_r2,std_val_r2,mean_val_corr,mean_val_var_ratio,n_folds_used
5,1,3.0,0.23365172714058968,0.13782072024051428,0.5292811561034555,0.533538308697448,2
5,1,1.0,0.2229570644040556,0.16250994711821665,0.5022251642302655,0.5683218622113597,2
5,1,10.0,0.2190871937895943,0.1009513725167328,0.5365531667854908,0.47221119619728336,2
5,1,30.0,0.19291665336022112,0.04000531817504194,0.4957981035562227,0.394307586612909,2
5,0,30.0,0.1806464387883116,0.007178896158293979,0.5374799500345171,0.412027833700198,2
5,1,0.1,0.17822602433164647,0.20898353858219698,0.4738132442048082,0.5983960680886131,2
10,0,30.0,0.17246856986189862,0.03294882219837547,0.5333838536312026,0.40506943266050727,2
5,1,0.01,0.1666808249408177,0.22028356623669454,0.470509804304025,0.6032993981815998,2
5,1,0.001,0.1653283682606509,0.22160535534857118,0.47019135066467865,0.6038425199008595,2
5,1,0.0001,0.1651907107412373,0.22173988189690025,0.4701596766757259,0.6038974899317697,2
5,0,100.0,0.15921250593466613,0.009824891732118923,0.49806098361339524,0.25941937643672996,2
10,0,100.0,0.15576678842874941,0.03392425343216171,0.48635043391555727,0.29560591496260263,2
5,1,100.0,0.14670260598192186,0.01702761419739951,0.421792210004076,0.28860074853830814,2
15,0,100.0,0.13669620524070542,0.053515511707390495,0.5612902677300928,0.34109848783082714,2
15,1,100.0,0.13532405780694817,0.0514077319818515,0.521531141070928,0.38214498117094375,2
10,1,100.0,0.13207381864209472,0.085189063578955,0.3931923499427827,0.34908418028190896,2
15,1,300.0,0.12727795617302695,0.04092251273390568,0.5303834409466672,0.27701040848064035,2
10,0,10.0,0.11840749315402849,0.020168650472933536,0.5677186051617832,0.47931209052681334,2
15,0,300.0,0.10972274944028704,0.03021056972704994,0.5442965052142913,0.21379735083679532,2
10,1,300.0,0.10832563249929639,0.06829079094689561,0.3965348483975244,0.2449299177448157,2
15,0,30.0,0.10685400344009022,0.10166799012269423,0.5796167326053594,0.4544953364859047,2
5,0,10.0,0.09973266166859801,0.00307464659851292,0.5654770227432151,0.5213315689294026,2
10,0,300.0,0.098094800519623,0.030082029382107744,0.4597804492282702,0.1736003211770158,2
5,1,300.0,0.09304177831601529,0.02476251635857113,0.37697952781491895,0.17685498670069827,2
10,1,30.0,0.08768198351884737,0.10131529623892122,0.3396288314365246,0.4538597404746579,2
5,0,300.0,0.08208799048817034,0.018527909295767364,0.47358364916438256,0.13181726730700694,2
15,1,1000.0,0.07745727828521892,0.029134493430508723,0.5246386052753503,0.15128618773558616,2
15,1,30.0,0.07421248133573666,0.0678532125727771,0.4696247401389645,0.4913917726603588,2
10,1,1000.0,0.053022862514161384,0.04483359426626449,0.39057626622289787,0.12468556975746622,2
15,0,1000.0,0.045912159688280274,0.023617524454763894,0.5341745885241194,0.09454209369924742,2
5,1,1000.0,0.03330392331321996,0.01949843913817706,0.356782140936714,0.07783383860109211,2
10,0,1000.0,0.030045397583356448,0.026890841419807576,0.4473503558396074,0.07184271191089783,2
15,0,10.0,0.016637658975612424,0.1449966048696515,0.5805079377452375,0.5416092442630442,2
5,0,1000.0,0.010736043859662647,0.02803160519098613,0.4618968995270126,0.049174190032184636,2
10,0,3.0,0.0024090069913966783,0.019287479088901716,0.5701957570871581,0.5502335121912498,2
5,0,3.0,-0.03237681276854493,0.035411897748662324,0.5790995691104883,0.5957343511982708,2
10,1,10.0,-0.0776436451092472,0.16623893183822874,0.24800718227471097,0.5752151236267549,2
10,0,1.0,-0.08785345219209828,0.061836842489798705,0.5581120444689288,0.6006360927021464,2
15,1,10.0,-0.09728688847076539,0.12051513577040973,0.39278329127720457,0.6048751467066763,2
5,0,1.0,-0.1114491472432464,0.051370213930891584,0.5832341345754084,0.6279660219204294,2
15,0,3.0,-0.128378167635052,0.15989834800935715,0.5574204681260782,0.6211770092547781,2
5,0,0.1,-0.16034619591459076,0.05881774869157097,0.5850818971673097,0.6456091093509904,2
10,0,0.1,-0.16442503797021213,0.10872883909489439,0.5444012964528082,0.646000517862239,2
5,0,0.01,-0.16586747151643844,0.059525520535726684,0.5852652948758224,0.6475150885698178,2
5,0,0.001,-0.16642675887176828,0.059595642362964885,0.5852836170844292,0.647707261176143,2
5,0,0.0001,-0.16648276017276475,0.05960264763466294,0.5852854491256604,0.64772649436165,2
10,0,0.01,-0.1753542126324522,0.1163102779849089,0.5423934026258186,0.6526249532217419,2
10,0,0.001,-0.17650127002965355,0.11711831600183698,0.5421833515666843,0.653320962300315,2
10,0,0.0001,-0.1766165539300235,0.11719965500641627,0.5421622495580767,0.6533909195207563,2
15,0,1.0,-0.23297423839513964,0.14993444677237133,0.524344030820396,0.6733325856319317,2
15,0,0.1,-0.36970501091430563,0.07281235500909067,0.4857411418733518,0.7501636965484828,2
10,1,3.0,-0.4177861365613733,0.3710490444457717,0.14543428656338836,0.7275526094973233,2
15,0,0.01,-0.42344063874538473,0.0258700911732076,0.47994086100726957,0.7745336361545427,2
15,0,0.001,-0.43067882251354084,0.019320778234432567,0.4793333093513594,0.7776061572230707,2
15,0,0.0001,-0.43142734576414044,0.018641238798696502,0.47927226490504615,0.7779214592533221,2
15,1,3.0,-0.48328192616546506,0.2808849793425574,0.26950811399579794,0.7644764471563039,2
10,1,1.0,-0.7982998064293526,0.6211202034876241,0.06695592534525015,0.85416400745062,2
15,1,1.0,-1.1101487634079283,0.5231152265672112,0.12425396980129949,0.987882899589229,2
10,1,0.1,-1.4034169283604976,0.7750331616952295,0.024056350828385142,1.1536998410448402,2
15,1,0.1,-3.8142056624708687,1.641865858010328,-0.02692563226946006,1.726548814795304,2
15,1,0.01,-5.967441491710137,2.944852234541784,-0.012636864785625233,2.167332241219807,2
15,1,0.001,-6.401640104999302,3.2515349761196704,-0.006902228532054511,2.246676819078618,2
15,1,0.0001,-6.450145519050331,3.286621606415238,-0.006244833296490733,2.255361100287966,2
10,1,0.01,-8.26495825558428,5.948621539235082,0.03955079288856678,2.4978294682896354,2
10,1,0.001,-26.452470260427088,24.120917581031478,0.034384129195810326,3.9685680809395176,2
10,1,0.0001,-31.322636017724875,28.989545359954086,0.03369575540783876,4.257686694261153,2
