late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-0.5445874179466197,0.3412930291182449,0.8083536946812294,-0.10166473359143091,0.3412930291182448,0.8083536946812294,24,5
